edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,deg_u,deg_v,wdeg_u,wdeg_v,clustering_u,clustering_v,label
"('rickbuy', 'travismccullough')",0.0,0.0,8,0.0,0,4,2,4,6,18,0.0,0.5,1
"('rickbuy', 'janetdietrich')",0.36067376022224085,0.5,2,0.0625,1,2,2,1,6,1,0.0,0.0,1
"('richardshapiro', 'christianyoder')",0.0,0.0,10,0.0,0,3,5,2,119,5,0.3,0.0,1
"('richardshapiro', 'karendenne')",0.40242960438184466,0.16666666666666666,10,0.08333333333333333,1,2,5,2,119,27,0.3,0.0,1
"('chrisabel', 'errolmclaughlin')",0.0,0.0,18,0.0,0,3,3,6,8,93,1.0,0.13333333333333333,1
"('keithholst', 'louisekitchen')",0.0,0.0,6,0.0,0,4,2,3,11,25,0.0,0.0,1
"('stuartzisman', 'elizabethsager')",0.5581106265512472,0.125,8,0.16666666666666666,1,2,1,8,8,30,0.0,0.14285714285714285,1
"('lindydonoho', 'michellelokay')",0.9102392266268373,0.125,14,0.3333333333333333,1,2,2,7,16,49,0.0,0.2857142857142857,1
"('pattisullivan', 'torikuykendall')",0.5138983423697507,0.5,2,0.14285714285714285,1,2,1,2,4,12,0.0,1.0,1
"('kaymann', 'tanajones')",0.7213475204444817,0.04,120,0.25,1,2,6,20,264,196,0.26666666666666666,0.07894736842105263,1
"('scottneal', 'chrisgermany')",0.0,0.0,1,0.0,0,-1,1,1,4,4,0.0,0.0,1
"('scottneal', 'kamkeiser')",0.0,0.0,1,0.0,0,3,1,1,4,3,0.0,0.0,1
"('johnlavorato', 'inarangel')",0.45511961331341866,0.05,80,0.1111111111111111,1,2,16,5,95,41,0.09166666666666666,0.2,1
"('kevinhyatt', 'shelleycorman')",0.7213475204444817,0.125,20,0.25,1,2,5,4,38,31,0.3,0.3333333333333333,1
"('kevinhyatt', 'audreyrobertson')",0.5138983423697507,0.14285714285714285,15,0.14285714285714285,1,2,5,3,38,11,0.3,0.3333333333333333,1
"('brianredmond', 'davidoxley')",0.36067376022224085,0.5,2,0.0625,1,2,2,1,11,14,1.0,0.0,1
"('brianredmond', 'louisekitchen')",0.0,0.0,6,0.0,0,3,2,3,11,25,1.0,0.0,1
"('davidbaumbach', 'sallybeck')",0.0,0.0,26,0.0,0,4,2,13,35,117,0.0,0.08974358974358974,1
"('shelleycorman', 'kevinhyatt')",0.7213475204444817,0.125,20,0.25,1,2,4,5,31,38,0.3333333333333333,0.3,1
"('jeffdasovich', 'juliearmstrong')",0.0,0.0,24,0.0,0,4,12,2,193,6,0.10606060606060606,1.0,1
"('jeffdasovich', 'rosaleefleming')",0.6213349345596119,0.08333333333333333,12,0.2,1,2,12,1,193,5,0.10606060606060606,0.0,1
"('jeffdasovich', 'drewfossum')",0.7213475204444817,0.06666666666666667,48,0.25,1,2,12,4,193,31,0.10606060606060606,0.16666666666666666,1
"('jeffdasovich', 'christianyoder')",0.5138983423697507,0.07692307692307693,24,0.14285714285714285,1,2,12,2,193,5,0.10606060606060606,0.0,1
"('davidport', 'janetdietrich')",0.0,0.0,2,0.0,0,3,2,1,9,1,0.0,0.0,1
"('shonawilson', 'lesliereeves')",0.3898712452512801,0.3333333333333333,3,0.07692307692307693,1,2,3,1,12,32,1.0,0.0,1
"('shonawilson', 'louisekitchen')",0.3898712452512801,0.2,9,0.07692307692307693,1,2,3,3,12,25,1.0,0.0,1
"('juliearmstrong', 'jeffdasovich')",0.0,0.0,24,0.0,0,4,2,12,6,193,1.0,0.10606060606060606,1
"('juliearmstrong', 'sallybeck')",0.0,0.0,26,0.0,0,6,2,13,6,117,1.0,0.08974358974358974,1
"('jayreitmeyer', 'inarangel')",0.0,0.0,5,0.0,0,3,1,5,3,41,0.0,0.2,1
"('jayreitmeyer', 'mikegrigsby')",0.6213349345596119,0.14285714285714285,7,0.2,1,2,1,7,3,48,0.0,0.09523809523809523,1
"('marcusnettelton', 'tanajones')",0.40242960438184466,0.047619047619047616,40,0.08333333333333333,1,2,2,20,4,196,0.0,0.07894736842105263,1
"('matthewlenhart', 'inarangel')",1.424137568996588,0.25,25,0.47619047619047616,2,2,5,5,72,41,0.2,0.2,1
"('lesliereeves', 'shonawilson')",0.3898712452512801,0.3333333333333333,3,0.07692307692307693,1,2,1,3,32,12,0.0,1.0,1
