edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,edge_persistence,cc_u_delta,cc_v_delta,label
"('huntershively', 'danhyvl')",0.6213349345596119,0.012987012987012988,1265,0.2,1,2,0,-0.015768670688579157,0.0,1
"('huntershively', 'sylviapollan')",0.0,0.0,69,0.0,0,3,0,-0.015768670688579157,0.3333333333333333,1
"('huntershively', 'scottneal')",0.269282508064391,0.022222222222222223,529,0.024390243902439025,1,2,2,-0.015768670688579157,-0.013251731905308343,1
"('huntershively', 'beckyyoung')",0.0,0.0,46,0.0,0,3,0,-0.015768670688579157,0.0,1
"('huntershively', 'inarangel')",0.0,0.0,253,0.0,0,3,0,-0.015768670688579157,0.1485294117647059,1
"('huntershively', 'louisekitchen')",1.7753750064181655,0.0380952380952381,1978,0.4346466541588493,4,2,0,-0.015768670688579157,-0.10385492300676978,1
"('huntershively', 'tedbland')",0.0,0.0,46,0.0,0,3,0,-0.015768670688579157,-0.047619047619047616,1
"('huntershively', 'markbreese')",0.0,0.0,92,0.0,0,3,0,-0.015768670688579157,0.06666666666666665,1
"('huntershively', 'deirdremccaffrey')",0.0,0.0,69,0.0,0,3,0,-0.015768670688579157,0.3333333333333333,1
"('', 'kalmeida')",0.0,0.0,3,0.0,0,7,0,0.0,0.0,1
"('colintonks', 'mattsmith')",0.6213349345596119,0.03571428571428571,100,0.2,1,2,0,0.16666666666666666,0.0013419913419913422,1
"('colintonks', 'dalexander')",0.0,0.0,4,0.0,0,-1,0,0.16666666666666666,0.0,1
"('[notes:undisclosed-recipients:', 'kalmeida')",0.0,0.0,3,0.0,0,7,0,0.0,0.0,1
"('bethcherry', 'patcampbell')",0.36067376022224085,0.25,4,0.0625,1,2,0,0.0,0.0,1
"('koriloibl', 'errolmclaughlin')",0.0,0.0,93,0.0,0,3,1,0.2857142857142857,0.008506659504839208,1
"('cathyphillips', 'jenniferfraser')",0.0,0.0,7,0.0,0,4,0,0.047619047619047616,-0.4666666666666667,1
"('cathyphillips', 'gregwhalley')",0.6732236685007312,0.06060606060606061,196,0.12131519274376416,2,2,0,0.047619047619047616,-0.050671550671550686,1
"('mikesmith', 'harrykingerski')",1.2411097782475078,0.10810810810810811,364,0.18491627420198847,4,2,0,0.01282051282051283,-0.16137566137566137,1
"('mikesmith', 'michaeltribolet')",0.44880892861438315,0.11764705882352941,78,0.02465986394557823,2,2,1,0.01282051282051283,0.3333333333333333,1
"('mikesmith', 'elizabethsager')",0.3898712452512801,0.017543859649122806,585,0.07692307692307693,1,2,1,0.01282051282051283,-0.023328523328523323,1
"('mikesmith', 'leslielawner')",0.6636796891626875,0.21428571428571427,52,0.034183673469387756,3,2,0,0.01282051282051283,0.2222222222222222,1
"('mikesmith', 'gingerdernehl')",0.44880892861438315,0.08,182,0.02465986394557823,2,2,0,0.01282051282051283,0.03967356173238526,1
"('susanjmara', 'jbennett')",0.0,0.0,8,0.0,0,3,0,1.0,-0.3333333333333333,1
"('kennymaltby', 'richjolly')",0.28126641406272834,0.16666666666666666,12,0.02857142857142857,1,2,0,0.0,0.2444444444444444,1
"('kennymaltby', 'bobjacobs')",0.28126641406272834,0.3333333333333333,3,0.02857142857142857,1,2,0,0.0,0.0,1
"('benfjacoby', 'aroffwarg')",0.0,0.0,1,0.0,0,5,0,0.0,0.0,1
"('richardcausey', 'suzannebrown')",0.0,0.0,5,0.0,0,5,0,-0.007142857142857131,0.0,1
"('richardcausey', 'vanessagroscrand')",0.0,0.0,15,0.0,0,3,1,-0.007142857142857131,0.0,1
"('citicard', 'errolmclaughlin')",0.0,0.0,31,0.0,0,5,0,0.0,0.008506659504839208,1
"('suzannecalcagno', 'danjunek')",0.9769697390798131,0.5,9,0.27,2,2,0,0.3333333333333333,-0.6666666666666667,1
"('suzannecalcagno', 'johnhodge')",0.25562221863533147,0.05263157894736842,51,0.02,1,2,0,0.3333333333333333,-0.01143790849673202,1
"('suzannecalcagno', 'markbreese')",0.0,0.0,12,0.0,0,4,0,0.3333333333333333,0.06666666666666665,1
"('suzannecalcagno', 'victorlamadrid')",0.25562221863533147,0.2,9,0.02,1,2,0,0.3333333333333333,-0.6666666666666667,1
"('richardtomaski', 'bobbowen')",0.0,0.0,56,0.0,0,3,0,0.03571428571428571,-0.09523809523809523,1
"('richardtomaski', 'kevinradous')",0.0,0.0,8,0.0,0,5,0,0.03571428571428571,-0.3333333333333333,1
"('richardtomaski', 'philliplove')",0.0,0.0,528,0.0,0,3,0,0.03571428571428571,-0.012432012432012432,1
"('richardtomaski', 'carycarrabine')",0.5581106265512472,0.1,24,0.16666666666666666,1,2,0,0.03571428571428571,0.0,1
"('margoreyna', 'suenord')",0.3898712452512801,0.09090909090909091,11,0.07692307692307693,1,2,1,-0.4,0.14025974025974025,1
"('margoreyna', 'scottbolton')",0.3898712452512801,0.09090909090909091,11,0.07692307692307693,1,2,1,-0.4,0.2545454545454545,1
"('chrisgaskill', 'chrishyde')",0.31066746727980593,0.2,5,0.04,1,2,0,0.2,0.0,1
"('chrisgaskill', 'yanwang')",1.2209066939066433,0.3333333333333333,15,0.3733333333333333,2,2,0,0.2,0.6666666666666666,1
"('chrisgaskill', 'kennysoignet')",0.2729584204093974,0.14285714285714285,15,0.02564102564102564,1,2,0,0.2,-0.2,1
"('davidbaumbach', 'jimcoffey')",0.0,0.0,5,0.0,0,5,0,-0.08181818181818182,-1.0,1
"('davidbaumbach', 'danhyvl')",0.0,0.0,275,0.0,0,3,0,-0.08181818181818182,0.0,1
"('davidbaumbach', 'susanscott')",0.0,0.0,120,0.0,0,3,0,-0.08181818181818182,-0.11072623029144768,1
