edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,edge_persistence,cc_u_delta,cc_v_delta,label
"('huntershively', 'stephaniesever')",0.0,0.0,234,0.0,0,3,0,-0.024615384615384615,0.0,1
"('huntershively', 'jeanmrha')",0.2518706487516997,0.03571428571428571,78,0.018867924528301886,1,2,0,-0.024615384615384615,0.0,1
"('huntershively', 'johnlavorato')",3.6757540583225397,0.09375,1144,1.05118084969837,6,2,1,-0.024615384615384615,-0.0160626787712971,1
"('huntershively', 'lauraluce')",0.2518706487516997,0.03571428571428571,78,0.018867924528301886,1,2,0,-0.024615384615384615,0.6666666666666666,1
"('huntershively', 'chrismeyer')",0.0,0.0,78,0.0,0,3,0,-0.024615384615384615,0.3333333333333333,1
"('huntershively', 'tedbland')",0.508819819936575,0.06896551724137931,130,0.03927608779360801,2,2,0,-0.024615384615384615,0.15714285714285714,1
"('huntershively', 'jeffreyshankman')",0.25694917118487537,0.02857142857142857,260,0.02040816326530612,1,2,0,-0.024615384615384615,0.12265512265512264,1
"('huntershively', 'douggilbert-smith')",0.0,0.0,26,0.0,0,8,0,-0.024615384615384615,0.0,1
"('huntershively', 'jasonwilliams')",0.0,0.0,78,0.0,0,3,0,-0.024615384615384615,0.0,1
"('rogeryang', 'harrykingerski')",0.7794554206270208,0.2727272727272727,45,0.06999863163656267,3,2,1,-0.12380952380952381,-0.016666666666666607,1
"('rogeryang', 'douglass')",0.5782406184360984,0.25,25,0.06305418719211822,2,2,0,-0.12380952380952381,0.1,1
"('rogeryang', 'douglascondon')",0.2969742043733701,0.2,5,0.034482758620689655,1,2,0,-0.12380952380952381,-1.0,1
"('rogeryang', 'bobhansen')",0.0,0.0,5,0.0,0,4,0,-0.12380952380952381,0.0,1
"('rogeryang', 'dennisbenevides')",0.5782406184360984,0.4,10,0.06305418719211822,2,2,1,-0.12380952380952381,0.0,1
"('rogeryang', 'jamessteffes')",0.7794554206270208,0.09090909090909091,155,0.06999863163656267,3,2,0,-0.12380952380952381,-0.026523297491039405,1
"('christinepiesco', 'jcja')",0.20121480219092233,0.3333333333333333,3,0.006944444444444444,1,2,0,0.0,1.0,1
"('christinepiesco', 'dwindham')",0.20121480219092233,0.125,8,0.006944444444444444,1,2,0,0.0,0.32142857142857145,1
"('christinepiesco', 'kkupiecki')",0.20121480219092233,0.2,5,0.006944444444444444,1,2,0,0.0,0.7,1
"('koriloibl', 'dutchquigley')",0.25694917118487537,0.14285714285714285,12,0.02040816326530612,1,2,0,-0.26666666666666666,-0.3333333333333333,1
"('koriloibl', 'shannonmcpearson')",0.0,0.0,6,0.0,0,5,0,-0.26666666666666666,0.0,1
