edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,edge_persistence,cc_u_delta,cc_v_delta,label
"('', 'custserv')",0.0,0.0,2,0.0,0,5,0,0.0,0.0,1
"('', 'mforney')",0.0,0.0,64,0.0,0,4,0,0.0,0.04233870967741935,1
"('crichards', 'ehaedicke')",0.23090777506376875,0.03571428571428571,28,0.013157894736842105,1,2,0,0.0,0.04497354497354497,1
"('jeffnielsen', 'lynnblair')",0.0,0.0,124,0.0,0,3,0,0.0,0.014378357315817308,1
"('michaelratner', 'ericgadd')",0.0,0.0,3,0.0,0,3,0,0.0,0.2333333333333333,1
"('[notes:undisclosed-recipients:', 'custserv')",0.0,0.0,1,0.0,0,7,0,0.0,0.0,1
"('neilstein', 'undisclosed-recipients')",0.0,0.0,1,0.0,0,9,0,0.0,0.0,1
"('bridgetteanderson', 'debraperlingiere')",0.48089834696298783,0.015151515151515152,66,0.125,1,2,1,-1.0,0.00030392143068199394,1
"('mikesmith', 'dsteffes')",0.2518706487516997,0.0625,30,0.018867924528301886,1,2,0,0.8055555555555556,0.2761904761904762,1
"('mikesmith', 'jeffrichter')",0.2518706487516997,0.07692307692307693,24,0.018867924528301886,1,2,0,0.8055555555555556,0.04545454545454544,1
"('mikesmith', 'jeffdasovich')",0.9732181691961814,0.013986013986013986,286,0.2688679245283019,2,2,0,0.8055555555555556,0.006239330542596948,1
"('mikesmith', 'timbelden')",0.0,0.0,60,0.0,0,3,0,0.8055555555555556,0.008268134840142952,1
"('susanjmara', 'dsteffes')",0.0,0.0,15,0.0,0,4,0,0.0,0.2761904761904762,1
"('larryberger', 'rickdietz')",0.2422988705246811,0.1,24,0.016129032258064516,1,2,0,0.6666666666666666,-0.7857142857142857,1
"('larryberger', 'johnbuchanan')",0.2422988705246811,0.1,24,0.016129032258064516,1,2,0,0.6666666666666666,0.21428571428571427,1
"('karonogorman', 'kimberlywatson')",0.2422988705246811,0.01818181818181818,108,0.016129032258064516,1,2,0,0.0,-0.16086652690426276,1
"('kellykimberly', 'jeanmrha')",0.0,0.0,8,0.0,0,4,0,-0.16666666666666666,0.7673992673992674,1
"('kellykimberly', 'jkean')",0.40242960438184466,0.03333333333333333,58,0.08333333333333333,1,2,0,-0.16666666666666666,0.06896551724137931,1
"('khara', 'carasemperger')",0.0,0.0,34,0.0,0,5,0,0.0,-0.010695187165775402,1
"('richarddeming', 'houston')",0.24044917348149392,0.021739130434782608,46,0.015625,1,2,0,-0.5,0.017391304347826087,1
"('richardcausey', 'adarshvakharia')",0.0,0.0,32,0.0,0,3,0,-0.07142857142857142,0.0,1
"('richardcausey', 'jkaminski')",0.0,0.0,520,0.0,0,3,0,-0.07142857142857142,-0.01768476621417798,1
"('richardcausey', 'daviddelainey')",0.7320023975570633,0.125,80,0.15306122448979592,2,2,0,-0.07142857142857142,0.07460317460317462,1
"('richardcausey', 'kathymayfield')",0.0,0.0,8,0.0,0,-1,0,-0.07142857142857142,0.0,1
"('richardcausey', 'gregwhalley')",0.0,0.0,152,0.0,0,3,0,-0.07142857142857142,0.131586425569465,1
"('richardcausey', 'jkean')",0.30341307554227914,0.027777777777777776,232,0.037037037037037035,1,2,0,-0.07142857142857142,0.06896551724137931,1
"('richardcausey', 'markmuller')",0.0,0.0,16,0.0,0,3,0,-0.07142857142857142,1.0,1
"('gloriaalvarez', 'keeganfarrell')",0.0,0.0,8,0.0,0,6,0,0.0,-0.07142857142857142,1
"('lkunkel', 'michellelokay')",0.0,0.0,23,0.0,0,3,0,0.0,0.009894339817613465,1
"('lkunkel', 'earlchanley')",0.43429448190325176,0.3333333333333333,3,0.1,1,2,0,0.0,0.0,1
"('serenabishop', 'paulchoi')",0.0,0.0,3,0.0,0,3,0,0.0,0.3333333333333333,1
"('serenabishop', 'phillipplatter')",0.0,0.0,10,0.0,0,4,0,0.0,-0.09523809523809523,1
"('serenabishop', 'jeffrichter')",0.0,0.0,12,0.0,0,3,0,0.0,0.04545454545454544,1
"('chrisgaskill', 'kallen')",0.0,0.0,108,0.0,0,-1,1,-0.10952380952380952,-0.015002560163850483,1
"('davidbaumbach', 'amartin')",0.0,0.0,27,0.0,0,3,1,-0.06286549707602339,0.2745098039215686,1
"('davidbaumbach', 'jfarmer')",0.0,0.0,135,0.0,0,3,1,-0.06286549707602339,-0.03147440794499618,1
"('davidbaumbach', 'brianredmond')",0.7213475204444817,0.05263157894736842,99,0.25,1,2,0,-0.06286549707602339,0.07545454545454544,1
"('davidbaumbach', 'bryanhull')",0.0,0.0,9,0.0,0,4,2,-0.06286549707602339,-0.08187134502923976,1
"('mikemaggi', 'jonathanmckay')",0.0,0.0,32,0.0,0,3,0,-0.11538461538461539,-0.012999231950844856,1
"('kourtneynelson', 'gracerodriguez')",0.5671418908440815,0.1,96,0.06277056277056277,2,2,0,0.2932806324110672,0.0037878787878787845,1
"('kourtneynelson', 'markguzman')",0.23868315209103041,0.1,30,0.015151515151515152,1,2,0,0.2932806324110672,0.5,1
"('kourtneynelson', 'robertbadeer')",0.0,0.0,42,0.0,0,3,0,0.2932806324110672,-0.047619047619047616,1
"('kourtneynelson', 'mdriscoll')",0.36926937306885504,0.1,30,0.06666666666666667,1,2,1,0.2932806324110672,-0.1333333333333333,1
"('kourtneynelson', 'tomalonso')",0.36926937306885504,0.05555555555555555,78,0.06666666666666667,1,2,0,0.2932806324110672,0.07142857142857142,1
"('kourtneynelson', 'timbelden')",0.23868315209103041,0.02857142857142857,180,0.015151515151515152,1,2,0,0.2932806324110672,0.008268134840142952,1
"('danbump', 'paullucci')",0.0,0.0,5,0.0,0,3,0,-1.0,-0.10000000000000003,1
"('nateblackburn', 'lexielliott')",0.0,0.0,1,0.0,0,8,0,-0.25,-0.3333333333333333,1
"('keithcomeaux', 'susanscott')",0.5996807863701861,0.1,57,0.07325581395348837,2,2,0,-0.33333333333333337,-0.20384294068504594,1
"('keithcomeaux', 'mforney')",0.7508405921195804,0.06060606060606061,96,0.14090909090909093,2,2,1,-0.33333333333333337,0.04233870967741935,1
"('mhall', 'wandacurry')",0.0,0.0,28,0.0,0,5,0,-0.1282051282051282,-0.17142857142857143,1
"('martinlin', 'rikaimai')",0.0,0.0,8,0.0,0,4,0,0.0,-0.014069264069264079,1
"('martinlin', 'douggilbert-smith')",0.0,0.0,8,0.0,0,4,0,0.0,0.012406015037593976,1
