edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,edge_persistence,cc_u_delta,cc_v_delta,label
"('', 'exchangeadministrator')",0.0,0.0,4,0.0,0,5,0,-0.3333333333333333,-0.03571428571428571,1
"('', 'martincuilla')",0.0,0.0,32,0.0,0,4,0,-0.3333333333333333,-0.9833333333333333,1
"('', 'fcampbell')",0.6213349345596119,0.07692307692307693,24,0.2,1,2,0,-0.3333333333333333,0.030303030303030304,1
"('shirleycox', 'rickbuy')",0.0,0.0,120,0.0,0,4,0,0.0,0.003728813559322034,1
"('andreasradmacher', '40enron')",0.0,0.0,84,0.0,0,3,0,1.0,-0.0036798636785099186,1
"('andreasradmacher', 'paulhennemeyer')",0.0,0.0,6,0.0,0,3,0,1.0,-0.16666666666666669,1
"('colintonks', 'torikuykendall')",0.0,0.0,12,0.0,0,4,0,-0.05128205128205128,0.0,1
"('lhayman', 'mtaylo1')",0.22062394912909372,1.0,1,0.010752688172043012,1,2,0,0.0,0.0,1
"('michaelratner', 'rodhayslett')",0.0,0.0,27,0.0,0,3,2,0.0,-0.00690291994639821,1
"('mikesmith', 'daviddelainey')",0.42547424699769254,0.1,96,0.018567426970788316,2,2,0,0.4,0.12666666666666668,1
"('mikesmith', 'mday')",0.0,0.0,6,0.0,0,3,0,0.4,-0.14545454545454545,1
"('mikesmith', 'janetdietrich')",0.42547424699769254,0.2,36,0.018567426970788316,2,2,0,0.4,0.3878787878787879,1
"('mikesmith', 'susanmara')",1.1468217674421741,0.09375,174,0.26856742697078834,3,2,1,0.4,0.0553886819656374,1
"('mikesmith', 'danleff')",0.42547424699769254,0.16666666666666666,48,0.018567426970788316,2,2,0,0.4,0.21428571428571427,1
"('mikesmith', 'vickisharp')",0.20038343021591398,0.1,30,0.006802721088435374,1,2,1,0.4,0.09999999999999998,1
"('susanjmara', 'jbennett')",0.20038343021591398,0.07142857142857142,44,0.006802721088435374,1,2,1,0.0,0.14545454545454545,1
"('jalexander', 'bsanders')",0.3789231816899512,0.021739130434782608,46,0.07142857142857142,1,2,1,0.0,0.011668524712002974,1
"('continentalairlinesinc', 'kevinruscitti')",0.0,0.0,11,0.0,0,5,0,0.0,-0.025,1
"('continentalairlinesinc', 'kwatson')",0.0,0.0,2,0.0,0,6,0,0.0,0.0,1
"('kellykimberly', 'michaelterraso')",0.2239186238120062,0.14285714285714285,12,0.011494252873563218,1,2,0,-0.3333333333333333,0.4,1
"('richardcausey', '40enron')",0.0,0.0,378,0.0,0,3,0,0.2727272727272727,-0.0036798636785099186,1
"('richardcausey', 'cbland')",0.0,0.0,9,0.0,0,3,0,0.2727272727272727,0.0,1
"('richardcausey', 'rebeccacarter')",0.0,0.0,9,0.0,0,4,0,0.2727272727272727,0.0,1
"('richardcausey', 'lexielliott')",0.20576925955053368,0.07692307692307693,45,0.007751937984496124,1,2,1,0.2727272727272727,-0.16666666666666666,1
"('richardcausey', 'kellyjohnson')",0.0,0.0,9,0.0,0,3,2,0.2727272727272727,0.0,1
"('laurelbolt', 'geraldgilbert')",0.0,0.0,3,0.0,0,4,0,0.0,-1.0,1
"('laurelbolt', 'samuelschott')",0.0,0.0,1,0.0,0,6,0,0.0,-0.3333333333333333,1
"('laurelbolt', 'tomasinemayes')",0.0,0.0,1,0.0,0,4,0,0.0,-1.0,1
"('laurelbolt', 'mforney')",0.0,0.0,41,0.0,0,5,0,0.0,-0.03614280094413848,1
"('laurelbolt', 'lday')",0.0,0.0,6,0.0,0,6,0,0.0,-0.06666666666666665,1
"('laurelbolt', 'annmurphy')",0.0,0.0,2,0.0,0,6,0,0.0,0.0,1
"('laurelbolt', 'clintdean')",0.0,0.0,3,0.0,0,6,0,0.0,0.0,1
"('laurelbolt', 'kaynecoulter')",0.7213475204444817,0.25,4,0.25,1,2,0,0.0,-0.10606060606060605,1
"('suzannecalcagno', 'mhall')",0.0,0.0,4,0.0,0,4,0,0.0,-0.16666666666666666,1
"('suzannecalcagno', 'robertsuperty')",0.31465798044412485,0.3333333333333333,3,0.041666666666666664,1,2,0,0.0,0.0,1
"('serenabishop', 'shiftdl-portland')",0.0,0.0,33,0.0,0,3,0,0.6666666666666666,0.2,1
"('serenabishop', 'carasemperger')",0.3459762562611936,0.030303030303030304,93,0.05555555555555555,1,2,0,0.6666666666666666,0.00354011579818031,1
"('serenabishop', 'dianascholtes')",0.0,0.0,111,0.0,0,3,0,0.6666666666666666,-0.030244530244530235,1
"('bryanreinecke', 'dl-etspfp')",0.0,0.0,2,0.0,0,3,0,1.0,0.0,1
"('chrisgaskill', 'paulbieniawski')",0.0,0.0,2,0.0,0,4,0,-0.2,0.0,1
"('chrisgaskill', 'chrisdorland')",0.0,0.0,38,0.0,0,3,0,-0.2,-0.010947712418300655,1
"('davidbaumbach', 'margienguyen')",0.0,0.0,24,0.0,0,4,0,0.0,0.0,1
"('davidbaumbach', 'georgehuan')",0.0,0.0,8,0.0,0,4,0,0.0,0.0,1
"('mikemaggi', 'irismack')",0.0,0.0,12,0.0,0,4,0,-0.06666666666666667,-0.3333333333333333,1
"('johnswafford', 'maryfischer')",0.5581106265512472,0.06666666666666667,15,0.16666666666666666,1,2,0,0.0,0.0380952380952381,1
"('keithcomeaux', 'andyrodriquez')",0.0,0.0,18,0.0,0,4,0,-0.42857142857142855,0.07936507936507936,1
"('keithcomeaux', 'alanchen')",0.0,0.0,2,0.0,0,5,0,-0.42857142857142855,0.0,1
"('keithcomeaux', 'susanlindberg')",0.0,0.0,22,0.0,0,3,0,-0.42857142857142855,0.18181818181818182,1
"('keithcomeaux', 'claytonvernon')",0.0,0.0,2,0.0,0,3,0,-0.42857142857142855,0.0,1
"('mhall', 'suzannecalcagno')",0.0,0.0,4,0.0,0,4,0,-0.16666666666666666,0.0,1
"('mhall', 'stheriot')",0.0,0.0,32,0.0,0,3,0,-0.16666666666666666,0.17857142857142858,1
"('mhall', 'louisekitchen')",0.0,0.0,356,0.0,0,3,0,-0.16666666666666666,-0.01318950206590656,1
"('mhall', 'shonawilson')",0.3789231816899512,0.25,4,0.07142857142857142,1,2,0,-0.16666666666666666,0.0,1
"('mhall', 'cgossett')",0.0,0.0,24,0.0,0,3,2,-0.16666666666666666,-0.047619047619047616,1
"('mhall', 'sallybeck')",0.3789231816899512,0.0625,52,0.07142857142857142,1,2,1,-0.16666666666666666,0.07643928398645379,1
"('mhall', 'mechelleatwood')",0.0,0.0,4,0.0,0,4,0,-0.16666666666666666,-0.07575757575757576,1
"('mhall', 'lesliereeves')",0.6213349345596119,0.25,4,0.2,1,2,0,-0.16666666666666666,-0.6666666666666666,1
"('mhall', 'maryogden')",0.0,0.0,24,0.0,0,5,0,-0.16666666666666666,0.2,1
"('garybryan', 'markgreenberg')",0.0,0.0,8,0.0,0,3,0,0.0,0.011904761904761904,1
"('garybryan', 'brianredmond')",0.0,0.0,10,0.0,0,3,0,0.0,0.11367521367521369,1
"('garybryan', 'geraldnemec')",0.23459420572161058,0.015384615384615385,65,0.014084507042253521,1,2,0,0.0,0.013950103950103952,1
"('jgalvan', 'annieleung')",0.23699447183691388,0.3333333333333333,3,0.014705882352941176,1,2,0,1.0,0.0,1
"('jgalvan', 'dwilson')",0.0,0.0,6,0.0,0,5,0,1.0,1.0,1
"('martinlin', 'charlesyeung')",0.0,0.0,52,0.0,0,4,0,-1.0,0.11965811965811968,1
"('martinlin', 'lancecunningham')",1.9401742133319029,0.8,20,0.5180083482409064,4,2,0,-1.0,0.1,1
"('lisajacobson', 'dsteffes')",1.4745695192598678,0.024390243902439025,3087,0.29482758620689653,4,2,0,0.06666666666666667,0.027210884353741496,1
"('lisajacobson', 'elliotmainzer')",0.31465798044412485,0.034482758620689655,189,0.041666666666666664,1,2,0,0.06666666666666667,0.2222222222222222,1
"('lisajacobson', 'salilpradhan')",0.9924051084544989,0.09090909090909091,63,0.26666666666666666,2,2,0,0.06666666666666667,0.0,1
"('pablotorres', 'barrytycholiz')",0.2442393366759723,0.02857142857142857,35,0.016666666666666666,1,2,1,0.0,-0.04110644257703082,1
"('beckyspencer', 'legal')",1.4665121945882986,0.041666666666666664,651,0.28045157456922165,4,2,1,0.3202380952380952,0.022206638616175785,1
"('beckyspencer', 'tanajones')",0.22509081678177853,0.1,28,0.011764705882352941,1,2,0,0.3202380952380952,0.3128205128205128,1
"('beckyspencer', 'cherylnelson')",0.4170323914242463,0.0625,70,0.09090909090909091,1,2,1,0.3202380952380952,-0.17777777777777776,1
"('beckyspencer', 'ngray')",0.8243889863822738,0.2,35,0.17777777777777776,2,2,0,0.3202380952380952,0.6,1
"('wescolwell', 'wwhite')",0.0,0.0,36,0.0,0,4,0,0.8787878787878788,0.0392156862745098,1
"('wescolwell', 'johnlavorato')",0.4231682400399442,0.06451612903225806,62,0.01803867614461515,2,2,0,0.8787878787878788,0.10035842293906809,1
"('wescolwell', 'georgannehodges')",0.0,0.0,4,0.0,0,3,0,0.8787878787878788,0.0,1
"('wescolwell', 'chipschneider')",0.2227848098240302,0.09090909090909091,20,0.011235955056179775,1,2,0,0.8787878787878788,-0.033333333333333326,1
"('wescolwell', 'cgossett')",0.0,0.0,12,0.0,0,4,0,0.8787878787878788,-0.047619047619047616,1
"('wescolwell', 'sallybeck')",0.0,0.0,26,0.0,0,3,1,0.8787878787878788,0.07643928398645379,1
"('wescolwell', 'mechelleatwood')",0.0,0.0,2,0.0,0,3,0,0.8787878787878788,-0.07575757575757576,1
"('wescolwell', 'josephdeffner')",0.2227848098240302,0.3333333333333333,4,0.011235955056179775,1,2,1,0.8787878787878788,0.7619047619047619,1
"('wescolwell', 'barrypearce')",0.0,0.0,2,0.0,0,5,0,0.8787878787878788,0.0,1
"('staceyrichardson', 'edickson')",1.3843895480954664,0.26666666666666666,70,0.2516913446490911,4,2,1,-0.06666666666666665,-0.42490842490842484,1
"('staceyrichardson', 'thodge')",0.9292699347820478,0.3,40,0.14058023353798002,3,2,0,-0.06666666666666665,-0.04285714285714287,1
