edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,edge_persistence,cc_u_delta,cc_v_delta,label
"('williamfreije', 'ramanaraotamma')",0.0,0.0,3,0.0,0,4,0,0.0,0.0,1
"('williamfreije', 'lday')",0.0,0.0,8,0.0,0,3,0,0.0,0.059523809523809534,1
"('guseghneim', 'maryschoen')",0.0,0.0,6,0.0,0,4,0,0.0,0.26666666666666666,1
"('annieleung', 'chris')",0.0,0.0,6,0.0,0,6,0,0.06666666666666667,0.0,1
"('annieleung', 'stevenfisher')",0.7749124507581939,0.2222222222222222,30,0.15833333333333333,2,2,0,0.06666666666666667,0.7,1
"('veronicaespinoza', 'stephaniepanus')",0.9566087676393238,0.13636363636363635,156,0.1380952380952381,3,2,0,-0.1939393939393939,0.32051282051282054,1
"('veronicaespinoza', 'paulradous')",0.24136313830927508,0.07142857142857142,36,0.015873015873015872,1,2,0,-0.1939393939393939,0.3333333333333333,1
"('veronicaespinoza', 'jeanbell')",0.24136313830927508,0.08333333333333333,12,0.015873015873015872,1,2,0,-0.1939393939393939,0.0,1
"('veronicaespinoza', 'judythorne')",0.9825367770087059,0.11764705882352941,84,0.2717391304347826,2,2,0,-0.1939393939393939,0.14285714285714285,1
"('veronicaespinoza', 'ellenwallumrod')",0.2611892565642242,0.05,108,0.021739130434782608,1,2,0,-0.1939393939393939,0.1388888888888889,1
"('veronicaespinoza', 'gordonheaney')",0.24136313830927508,0.08333333333333333,12,0.015873015873015872,1,2,0,-0.1939393939393939,0.0,1
"('veronicaespinoza', 'dianeanderson')",0.24136313830927508,0.0625,60,0.015873015873015872,1,2,0,-0.1939393939393939,0.3,1
"('veronicaespinoza', 'pintoleite')",0.24136313830927508,0.07142857142857142,36,0.015873015873015872,1,2,0,-0.1939393939393939,0.0,1
"('bobambrocik', 'andyzipper')",0.0,0.0,21,0.0,0,-1,0,0.0,0.14285714285714285,1
"('rfleishman', 'gailg')",0.0,0.0,12,0.0,0,3,0,0.0,0.0,1
"('leslicampbell', 'tanajones')",0.0,0.0,59,0.0,0,5,0,0.0,0.030391583869082407,1
"('vikramsingh', 'barrytycholiz')",0.0,0.0,204,0.0,0,6,0,0.0,-0.05747406757064351,1
"('vikramsingh', 'vreed')",0.6213349345596119,0.3333333333333333,3,0.2,1,2,0,0.0,0.0,1
"('vikramsingh', 'monikacausholli')",2.0640299754485754,0.125,45,0.7,2,2,2,0.0,0.0,1
"('danboyle', 'shelleycorman')",0.0,0.0,215,0.0,0,3,0,0.2,-0.11937984496124031,1
"('carlosalatorre', 'louisekitchen')",0.9924051084544989,0.014598540145985401,274,0.26666666666666666,2,2,0,0.0,-0.0033504443582343356,1
"('ek', 'drothrock')",0.20178266682373375,0.5,2,0.007042253521126761,1,2,0,0.0,0.0,1
"('ek', 'douglass')",0.20178266682373375,0.3333333333333333,3,0.007042253521126761,1,2,0,0.0,0.6666666666666666,1
"('beverlymiller', 'shelleycorman')",0.269282508064391,0.023255813953488372,43,0.024390243902439025,1,2,0,0.0,-0.11937984496124031,1
"('beverlymiller', 'sheilanacey')",0.0,0.0,2,0.0,0,3,0,0.0,0.5,1
"('beverlymiller', 'lynnblair')",0.269282508064391,0.011111111111111112,91,0.024390243902439025,1,2,0,0.0,-0.008107189099054769,1
"('andrewparsons', 'wandacurry')",0.0,0.0,16,0.0,0,3,0,1.0,-0.0714285714285714,1
"('sallykeepers', 'jkean')",0.0,0.0,82,0.0,0,3,0,0.0,-0.020486143558753597,1
"('sallykeepers', 'kennethlay')",0.45511961331341866,0.013333333333333334,75,0.1111111111111111,1,2,0,0.0,-0.046191646191646195,1
"('davidbaumbach', 'charlesweldon')",0.0,0.0,30,0.0,0,5,0,-0.08333333333333333,0.1111111111111111,1
"('davidbaumbach', 'bryanhull')",0.0,0.0,15,0.0,0,4,1,-0.08333333333333333,0.3,1
"('davidbaumbach', 'ckoehler')",0.0,0.0,24,0.0,0,5,0,-0.08333333333333333,0.10714285714285714,1
"('davidbaumbach', 'jfarmer')",1.4426950408889634,0.037037037037037035,75,0.5,1,2,1,-0.08333333333333333,0.007142857142857142,1
"('davidbaumbach', 'lauravuittonet')",0.0,0.0,18,0.0,0,5,0,-0.08333333333333333,0.0,1
