edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,edge_persistence,cc_u_delta,cc_v_delta,label
"('', 'ibuyit')",0.0,0.0,9,0.0,0,5,0,0.3333333333333333,0.0,1
"('crichards', 'legal')",0.0,0.0,4,0.0,0,6,0,0.0,0.0,1
"('onlineservice', 'jeffdasovich')",0.0,0.0,105,0.0,0,3,0,0.0,0.005001551923164111,1
"('lhayman', 'legal')",0.0,0.0,4,0.0,0,4,0,-1.0,0.0,1
"('bethcherry', 'ashleylandry')",0.3001016285004131,0.125,14,0.03571428571428571,1,2,0,0.0,0.0,1
"('koriloibl', 'michaelnguyen')",0.0,0.0,4,0.0,0,4,0,0.3333333333333333,0.0,1
"('bridgetteanderson', 'staceyrichardson')",0.26269731101386307,0.25,4,0.022222222222222223,1,2,0,0.0,-0.33333333333333337,1
"('mikesmith', 'susanmara')",1.6524613547173987,0.0851063829787234,410,0.3788854870944423,4,2,0,-0.2,-0.16065747613997877,1
"('mikesmith', 'vickisharp')",0.23782951347935782,0.06666666666666667,60,0.014925373134328358,1,2,1,-0.2,-0.39999999999999997,1
"('kellykimberly', 'kennethlay')",0.24325728130826463,0.02564102564102564,111,0.01639344262295082,1,2,1,0.3333333333333333,-0.12333762333762333,1
"('richarddeming', 'geraldnemec')",0.0,0.0,75,0.0,0,3,0,-0.5,-0.005765765765765766,1
"('entouchnewsletterlist', 'noaddress')",0.0,0.0,19,0.0,0,3,0,0.0,0.0,1
"('paulpuchot', 'dmitchel')",0.0,0.0,2,0.0,0,3,0,1.0,-0.3333333333333333,1
"('paulpuchot', 'ehaedicke')",0.0,0.0,14,0.0,0,3,0,1.0,0.047619047619047616,1
"('richardcausey', 'bobbutts')",0.0,0.0,36,0.0,0,3,1,-0.07272727272727272,0.3333333333333333,1
"('richardcausey', 'melissabecker')",0.0,0.0,48,0.0,0,3,1,-0.07272727272727272,0.16666666666666666,1
"('richardcausey', 'lindarobertson')",0.0,0.0,252,0.0,0,3,0,-0.07272727272727272,-0.1717948717948718,1
"('richardcausey', 'kaylaheitmeyer')",0.0,0.0,12,0.0,0,5,0,-0.07272727272727272,0.0,1
"('richardcausey', 'rodneyfaldyn')",0.0,0.0,12,0.0,0,4,0,-0.07272727272727272,0.0,1
"('richardcausey', 'jeffskilling')",2.1351840642160402,0.031496062992125984,1428,0.6004329004329004,4,2,0,-0.07272727272727272,-0.004299473418432331,1
"('richardcausey', 'andreayowman')",0.0,0.0,48,0.0,0,3,0,-0.07272727272727272,0.0,1
"('marilyntisdale', 'jennifervelasco')",0.0,0.0,5,0.0,0,7,0,0.0,0.3,1
"('margoreyna', 'ericbenson')",0.23955611574701857,0.16666666666666666,12,0.015384615384615385,1,2,0,-0.16666666666666666,0.5151515151515151,1
"('margoreyna', 'lynnettebarnes')",0.0,0.0,12,0.0,0,4,0,-0.16666666666666666,0.0,1
"('chrisgaskill', 'bilalbajwa')",0.0,0.0,55,0.0,0,3,0,-0.1333333333333333,0.2,1
"('chrisgaskill', 'chrisgermany')",0.0,0.0,363,0.0,0,4,0,-0.1333333333333333,-0.006386539816772374,1
"('davidbaumbach', 'joeparks')",0.3898712452512801,0.05555555555555555,88,0.07692307692307693,1,2,0,0.02197802197802197,0.05454545454545454,1
"('davidbaumbach', 'dhogan')",0.0,0.0,32,0.0,0,3,0,0.02197802197802197,0.5,1
"('davidbaumbach', 'gregwhiting')",0.0,0.0,16,0.0,0,4,0,0.02197802197802197,0.0,1
"('davidbaumbach', 'karimahusain')",0.0,0.0,32,0.0,0,4,1,0.02197802197802197,0.0,1
"('kourtneynelson', 'heatherdunton')",0.5584851046508196,0.07692307692307693,196,0.0588628762541806,2,2,0,0.07014652014652015,-0.04955044955044954,1
"('kourtneynelson', 'kalmeida')",1.7777629596056388,0.29411764705882354,112,0.3267200191113235,5,2,1,0.07014652014652015,0.4393939393939394,1
"('briangillis', 'karimahusain')",0.0,0.0,12,0.0,0,6,0,0.3333333333333333,0.0,1
"('keithcomeaux', 'donbaughman')",1.171224031323076,0.09090909090909091,203,0.2316849816849817,3,2,0,0.42857142857142855,0.002779938351626196,1
"('keithcomeaux', 'corrybentley')",0.48089834696298783,0.08333333333333333,42,0.125,1,2,0,0.42857142857142855,-0.06666666666666665,1
"('mhall', 'wwhite')",0.0,0.0,52,0.0,0,3,0,-0.16666666666666666,0.0,1
"('mhall', 'brandeejackson')",0.0,0.0,13,0.0,0,5,2,-0.16666666666666666,-0.03636363636363636,1
"('mhall', 'kevinheal')",0.0,0.0,91,0.0,0,4,0,-0.16666666666666666,0.09523809523809523,1
"('finotiberi', 'jonathanmckay')",0.5138983423697507,0.03225806451612903,31,0.14285714285714285,1,2,0,0.0,0.03225806451612903,1
"('finotiberi', 'ericle')",0.0,0.0,2,0.0,0,4,0,0.0,0.0,1
"('finotiberi', 'robmilnthorp')",0.0,0.0,3,0.0,0,4,0,0.0,0.3333333333333333,1
"('beckyspencer', 'legal')",0.0,0.0,64,0.0,0,4,0,0.004885057471264373,0.0,1
"('beckyspencer', 'michelleblaine')",0.0,0.0,32,0.0,0,3,0,0.004885057471264373,0.5,1
"('beckyspencer', 'marieheard')",1.7484875122210817,0.09615384615384616,656,0.3147891645480845,5,2,2,0.004885057471264373,-0.9512195121951219,1
"('beckyspencer', 'cherylnelson')",1.1841140761984836,0.18181818181818182,160,0.1464349376114082,4,2,0,0.004885057471264373,0.10158730158730156,1
"('beckyspencer', 'geraldnemec')",0.43429448190325176,0.011111111111111112,1200,0.1,1,2,2,0.004885057471264373,-0.005765765765765766,1
"('beckyspencer', 'marycook')",3.1415523565822188,0.20512820512820512,496,0.6820830386194522,8,2,1,0.004885057471264373,-0.10139784946236559,1
"('wescolwell', 'ginacorteselli')",0.0,0.0,24,0.0,0,3,0,-0.2787878787878788,-0.047619047619047616,1
"('wescolwell', 'andreayowman')",0.0,0.0,48,0.0,0,3,0,-0.2787878787878788,0.0,1
"('staceyrichardson', 'bridgetteanderson')",0.26269731101386307,0.25,4,0.022222222222222223,1,2,0,-0.33333333333333337,0.0,1
"('staceyrichardson', 'darrenvanek')",0.573364778293669,0.5,8,0.06222222222222222,2,2,0,-0.33333333333333337,0.8,1
"('staceyrichardson', 'lhernandez')",0.0,0.0,32,0.0,0,3,0,-0.33333333333333337,0.0,1
"('staceyrichardson', 'anthonycampos')",0.2611892565642242,0.25,4,0.021739130434782608,1,2,0,-0.33333333333333337,0.0,1
"('staceyrichardson', 'edickson')",0.23161615589971676,0.16666666666666666,12,0.013333333333333334,1,2,0,-0.33333333333333337,0.6666666666666666,1
"('staceyrichardson', 'cheryljohnson')",0.0,0.0,12,0.0,0,4,0,-0.33333333333333337,-0.17777777777777778,1
"('paulchoi', 'billwilliams')",0.43429448190325176,0.015384615384615385,65,0.1,1,2,0,-0.07272727272727272,-0.15048076923076925,1
"('paulchoi', 'chrisstokley')",0.43429448190325176,0.025,40,0.1,1,2,1,-0.07272727272727272,-0.0022103074734653658,1
"('paulchoi', 'carasemperger')",0.0,0.0,26,0.0,0,3,0,-0.07272727272727272,0.015384615384615385,1
"('whalley', 'kimberlyhillis')",0.0,0.0,121,0.0,0,3,0,0.0,-0.06363636363636364,1
"('berthernandez', 'terrykowalke')",0.0,0.0,1,0.0,0,4,0,0.0,0.0,1
"('garyhickerson', 'jenniferfraser')",0.25831776680732876,0.1,28,0.020833333333333332,1,2,0,-0.047619047619047616,-0.3333333333333333,1
"('garyhickerson', 'benglisan')",0.0,0.0,28,0.0,0,4,0,-0.047619047619047616,0.0,1
"('garyhickerson', 'jeffskilling')",0.0,0.0,833,0.0,0,3,0,-0.047619047619047616,-0.004299473418432331,1
"('garyhickerson', 'ashankman')",0.0,0.0,119,0.0,0,3,0,-0.047619047619047616,0.014705882352941176,1
"('raemeadows', 'johnkiani-aslani')",0.7125145028627046,0.3333333333333333,15,0.13833333333333334,2,2,0,1.0,0.3,1
