edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,edge_persistence,cc_u_delta,cc_v_delta,label
"('audreyrobertson', 'kevinhyatt')",1.4156598442465105,0.2727272727272727,48,0.3611111111111111,3,2,1,0.43333333333333335,0.09523809523809523,1
"('mikegrigsby', 'kamkeiser')",0.0,0.0,48,0.0,0,3,0,0.19166666666666668,0.0,1
"('kevinhyatt', 'audreyrobertson')",1.4156598442465105,0.2727272727272727,48,0.3611111111111111,3,2,1,0.09523809523809523,0.43333333333333335,1
"('kevinhyatt', 'lindydonoho')",1.578896738139745,0.25,56,0.4444444444444444,3,2,1,0.09523809523809523,0.0714285714285714,1
"('joehartsoe', 'rodhayslett')",0.5581106265512472,0.14285714285714285,15,0.16666666666666666,1,2,0,0.3333333333333333,0.2,1
"('joehartsoe', 'juliearmstrong')",0.0,0.0,18,0.0,0,3,0,0.3333333333333333,0.8,1
"('robertbadeer', 'kamkeiser')",0.0,0.0,9,0.0,0,4,0,-0.33333333333333337,0.0,1
"('robertbadeer', 'timbelden')",0.3898712452512801,0.14285714285714285,15,0.07692307692307693,1,2,1,-0.33333333333333337,0.011111111111111113,1
"('torikuykendall', 'arsystem')",0.36067376022224085,0.14285714285714285,15,0.0625,1,2,0,0.6,0.0,1
"('torikuykendall', 'kamkeiser')",0.0,0.0,15,0.0,0,3,0,0.6,0.0,1
"('juliamurray', 'sarashackleton')",1.1703652426434674,0.15,126,0.23333333333333334,3,2,0,0.3611111111111111,-0.5824175824175823,1
"('juliamurray', 'raymondbowen')",0.0,0.0,54,0.0,0,3,0,0.3611111111111111,0.5333333333333333,1
"('lauraluce', 'kaymann')",0.0,0.0,8,0.0,0,4,0,1.0,0.16666666666666666,1
"('kennethlay', 'louisekitchen')",2.7869346254055336,0.1875,336,0.6956099456099456,6,2,0,0.15384615384615385,0.013377926421404687,1
"('kennethlay', 'johnlavorato')",0.8513268733274981,0.08,182,0.19090909090909092,2,2,0,0.15384615384615385,-0.06776556776556775,1
"('chrisgaskill', 'jimschwieger')",0.0,0.0,15,0.0,0,3,0,0.6666666666666666,0.2,1
"('scottneal', 'inarangel')",0.7631033646040855,0.15384615384615385,60,0.14583333333333331,2,2,0,0.5,-0.0222222222222222,1
"('sheilaglover', 'tanyarohauer')",0.7318793055547124,0.2857142857142857,14,0.13025210084033612,2,2,0,1.0,0.7142857142857143,1
"('sheilaglover', 'stephaniepanus')",0.7318793055547124,0.15384615384615385,26,0.13025210084033612,2,2,0,1.0,0.47435897435897434,1
"('suzanneadams', 'elizabethsager')",0.7213475204444817,0.07142857142857142,36,0.25,1,2,0,0.0,0.16666666666666666,1
"('suzanneadams', 'lisamellencamp')",0.0,0.0,15,0.0,0,3,0,0.0,0.3,1
"('janetdietrich', 'jeffdasovich')",0.0,0.0,72,0.0,0,3,2,0.6666666666666666,0.018939393939393936,1
"('janetdietrich', 'richardshapiro')",1.1278756440373279,0.21428571428571427,52,0.2130952380952381,3,2,1,0.6666666666666666,0.08424908424908426,1
"('janetdietrich', 'johnlavorato')",0.7489524623473767,0.13333333333333333,52,0.14166666666666666,2,2,0,0.6666666666666666,-0.06776556776556775,1
"('janetdietrich', 'timbelden')",0.31465798044412485,0.125,20,0.041666666666666664,1,2,0,0.6666666666666666,0.011111111111111113,1
"('marcusnettelton', 'marieheard')",1.1615702227019797,0.15,102,0.22692307692307692,3,2,0,0.4666666666666667,0.23172905525846704,1
"('marcusnettelton', 'brenthendry')",0.3898712452512801,0.07692307692307693,48,0.07692307692307693,1,2,0,0.4666666666666667,-0.0357142857142857,1
"('marcusnettelton', 'davidport')",0.0,0.0,36,0.0,0,3,1,0.4666666666666667,-0.5333333333333333,1
"('marcusnettelton', 'sarashackleton')",0.7591406183201351,0.1111111111111111,84,0.14358974358974358,2,2,0,0.4666666666666667,-0.5824175824175823,1
"('frankermis', 'matthewlenhart')",0.9187843867734881,0.3333333333333333,15,0.22916666666666666,2,2,0,0.6666666666666666,0.7,1
"('frankermis', 'kamkeiser')",0.0,0.0,9,0.0,0,4,0,0.6666666666666666,0.0,1
"('jamesderrick', 'karendenne')",2.038625442233421,0.3333333333333333,63,0.5623376623376624,4,2,1,0.14285714285714285,-0.055555555555555525,1
"('jamesderrick', 'lisamellencamp')",0.0,0.0,35,0.0,0,3,0,0.14285714285714285,0.3,1
"('jamesderrick', 'rosaleefleming')",0.3789231816899512,0.1,28,0.07142857142857142,1,2,0,0.14285714285714285,0.8333333333333334,1
"('jamesderrick', 'brittdavis')",0.8979307383872341,0.2857142857142857,14,0.2159090909090909,2,2,0,0.14285714285714285,0.0,1
"('info', 'rickbuy')",0.0,0.0,110,0.0,0,3,0,0.044444444444444446,0.1,1
"('lesliereeves', 'marieheard')",0.0,0.0,17,0.0,0,4,0,0.0,0.23172905525846704,1
"('lesliereeves', 'elizabethsager')",0.0,0.0,12,0.0,0,4,0,0.0,0.16666666666666666,1
"('lesliereeves', 'louisekitchen')",0.36926937306885504,0.041666666666666664,24,0.06666666666666667,1,2,0,0.0,0.013377926421404687,1
"('jeffdasovich', 'janetdietrich')",0.0,0.0,72,0.0,0,3,2,0.018939393939393936,0.6666666666666666,1
"('jeffdasovich', 'stevenharris')",0.45511961331341866,0.03571428571428571,216,0.1111111111111111,1,2,1,0.018939393939393936,0.23030303030303031,1
"('stephaniesever', 'kamkeiser')",0.0,0.0,6,0.0,0,4,0,1.0,0.0,1
"('paulkaufman', 'barrytycholiz')",0.3459762562611936,0.08333333333333333,30,0.05555555555555555,1,2,0,0.0,0.06666666666666667,1
"('lindydonoho', 'kevinhyatt')",1.578896738139745,0.25,56,0.4444444444444444,3,2,1,0.0714285714285714,0.09523809523809523,1
"('lindydonoho', 'rodhayslett')",0.5581106265512472,0.09090909090909091,35,0.16666666666666666,1,2,0,0.0714285714285714,0.2,1
"('drewfossum', 'travismccullough')",0.0,0.0,40,0.0,0,4,0,0.25,0.46666666666666673,1
"('drewfossum', 'raymondbowen')",0.0,0.0,48,0.0,0,3,0,0.25,0.5333333333333333,1
"('jimschwieger', 'chrisgaskill')",0.0,0.0,15,0.0,0,3,0,0.2,0.6666666666666666,1
"('jimschwieger', 'andyzipper')",0.0,0.0,30,0.0,0,3,0,0.2,0.13333333333333336,1
"('jimschwieger', 'gregwhalley')",0.5138983423697507,0.06666666666666667,55,0.14285714285714285,1,2,0,0.2,0.030303030303030304,1
"('jimschwieger', 'johnlavorato')",0.0,0.0,65,0.0,0,3,1,0.2,-0.06776556776556775,1
"('tanyarohauer', 'sheilaglover')",0.7318793055547124,0.2857142857142857,14,0.13025210084033612,2,2,0,0.7142857142857143,1.0,1
"('tanyarohauer', 'brenthendry')",1.5768701641194112,0.36363636363636365,56,0.31828628887452415,4,2,0,0.7142857142857143,-0.0357142857142857,1
"('tanyarohauer', 'elizabethsager')",0.7222254969336162,0.11764705882352941,84,0.12549019607843137,2,2,1,0.7142857142857143,0.16666666666666666,1
"('tanyarohauer', 'susanbailey')",2.29211579344946,0.5454545454545454,70,0.4405085110967464,6,2,0,0.7142857142857143,0.04444444444444451,1
"('tanyarohauer', 'johnarnold')",0.3459762562611936,0.05555555555555555,84,0.05555555555555555,1,2,0,0.7142857142857143,0.13939393939393938,1
"('tanyarohauer', 'alanaronowitz')",1.447124934884761,0.3333333333333333,63,0.25247432306255835,4,2,0,0.7142857142857143,0.4166666666666667,1
"('tanyarohauer', 'louisekitchen')",0.4170323914242463,0.03333333333333333,168,0.09090909090909091,1,2,0,0.7142857142857143,0.013377926421404687,1
"('tanyarohauer', 'peterkeohane')",0.7152456293300486,0.2222222222222222,28,0.12222222222222222,2,2,0,0.7142857142857143,0.3333333333333333,1
"('chrisgermany', 'kamkeiser')",0.7213475204444817,0.3333333333333333,3,0.25,1,2,1,0.0,0.0,1
"('davidoxley', 'karendenne')",1.5004847988096024,0.26666666666666666,90,0.28092740592740595,4,2,0,-0.12222222222222223,-0.055555555555555525,1
"('cameron', 'psellers')",1.0673237767056754,0.6666666666666666,6,0.3055555555555556,2,2,0,1.0,0.33333333333333337,1
"('stephaniepanus', 'sheilaglover')",0.7318793055547124,0.15384615384615385,26,0.13025210084033612,2,2,0,0.47435897435897434,1.0,1
"('stephaniepanus', 'alanaronowitz')",1.9280232818477487,0.29411764705882354,117,0.37747432306255835,5,2,0,0.47435897435897434,0.4166666666666667,1
