edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,edge_persistence,cc_u_delta,cc_v_delta,label
"('huntershively', 'donnajones')",0.0,0.0,20,0.0,0,4,0,0.013397129186602873,0.0,1
"('huntershively', 'grantoh')",0.3459762562611936,0.04,120,0.05555555555555555,1,2,0,0.013397129186602873,0.13333333333333333,1
"('huntershively', 'lloydwill')",0.0,0.0,120,0.0,0,4,0,0.013397129186602873,-0.06666666666666667,1
"('huntershively', 'frankhayden')",0.5298898283109928,0.06060606060606061,300,0.04740957966764418,2,2,1,0.013397129186602873,-0.13333333333333336,1
"('huntershively', 'rebeccacantrell')",0.0,0.0,100,0.0,0,3,0,0.013397129186602873,0.2,1
"('huntershively', 'adamjohnson')",0.0,0.0,20,0.0,0,3,0,0.013397129186602873,0.0,1
"('huntershively', 'colleensullivan')",0.29120667621996243,0.047619047619047616,40,0.03225806451612903,1,2,0,0.013397129186602873,-0.4,1
"('huntershively', 'jeffreygossett')",0.23868315209103041,0.021739130434782608,540,0.015151515151515152,1,2,0,0.013397129186602873,-0.1394975394975395,1
"('huntershively', 'lavorato')",0.25562221863533147,0.02564102564102564,400,0.02,1,2,0,0.013397129186602873,0.03684210526315789,1
"('huntershively', 'georgesmith')",0.0,0.0,60,0.0,0,3,0,0.013397129186602873,-1.0,1
"('huntershively', 'peterberzins')",0.29120667621996243,0.038461538461538464,140,0.03225806451612903,1,2,0,0.013397129186602873,-0.05555555555555555,1
"('koriloibl', 'errolmclaughlin')",1.9227934232912816,0.058823529411764705,329,0.6155913978494624,3,2,2,-0.14682539682539683,-0.02556864558959569,1
"('bridgetteanderson', 'phillipallen')",0.0,0.0,70,0.0,0,3,0,0.0,-0.014495798319327728,1
"('vikasdwivedi', 'marktaylor')",0.0,0.0,91,0.0,0,4,0,0.0,-0.007070707070707071,1
"('paulaharris', 'fletchersturm')",0.0,0.0,45,0.0,0,3,0,0.0,0.027777777777777776,1
"('paulaharris', 'danadavis')",0.0,0.0,60,0.0,0,5,0,0.0,-0.014088250930356191,1
"('cathyphillips', 'markfrevert')",0.0,0.0,25,0.0,0,3,1,-0.2857142857142857,-0.125,1
"('cathyphillips', 'support')",0.0,0.0,10,0.0,0,4,0,-0.2857142857142857,0.0,1
"('cathyphillips', 'johnambler')",0.0,0.0,35,0.0,0,4,0,-0.2857142857142857,0.23809523809523808,1
"('cathyphillips', 'liztaylor')",0.20609929155556622,0.125,20,0.0078125,1,2,0,-0.2857142857142857,-0.058823529411764705,1
"('cathyphillips', 'jeanniemandelker')",0.0,0.0,5,0.0,0,6,0,-0.2857142857142857,0.0,1
"('cathyphillips', 'jeffreyshankman')",0.8888813209786659,0.019230769230769232,505,0.22380952380952382,2,2,2,-0.2857142857142857,-0.008679660265174981,1
"('mikesmith', 'ericletke')",0.20609929155556622,0.07692307692307693,13,0.0078125,1,2,0,0.039377289377289376,0.0,1
"('mikesmith', 'michaeltribolet')",0.5745512075391325,0.11764705882352941,78,0.06347826086956522,2,2,0,0.039377289377289376,0.26666666666666666,1
"('mikesmith', 'wandacurry')",0.908630524437824,0.1875,78,0.12686011904761904,3,2,0,0.039377289377289376,0.26666666666666666,1
"('mikesmith', 'robertbadeer')",0.318928988903801,0.06666666666666667,39,0.043478260869565216,1,2,0,0.039377289377289376,-0.26666666666666666,1
"('mikesmith', 'sgovenar')",0.7199976339253169,0.10526315789473684,104,0.15066964285714285,2,2,0,0.039377289377289376,0.14285714285714285,1
"('mikesmith', 'phillipallen')",0.25562221863533147,0.02127659574468085,455,0.02,1,2,0,0.039377289377289376,-0.014495798319327728,1
"('mikesmith', 'geraldnemec')",0.0,0.0,910,0.0,0,3,2,0.039377289377289376,-0.010888386975343497,1
"('mikesmith', 'timbelden')",0.4617215101908977,0.07407407407407407,208,0.0278125,2,2,0,0.039377289377289376,0.04838709677419353,1
"('marklay', 'vincekaminski')",0.9102392266268373,0.0078125,128,0.3333333333333333,1,2,1,-0.047619047619047616,0.003232325655050605,1
"('williamkelly', 'markaustin')",0.25973030217227155,0.07692307692307693,40,0.02127659574468085,1,2,0,-0.053479853479853484,0.5,1
"('kennymaltby', 'scottjones')",0.45511961331341866,0.25,4,0.1111111111111111,1,2,0,0.0,0.16666666666666666,1
"('kennymaltby', 'ricksuderman')",0.45511961331341866,0.1111111111111111,9,0.1111111111111111,1,2,0,0.0,0.16666666666666666,1
"('kennymaltby', 'edwardattanasio')",0.45511961331341866,0.3333333333333333,3,0.1111111111111111,1,2,0,0.0,0.3333333333333333,1
"('kennymaltby', 'larrycampbell')",0.45511961331341866,0.05,20,0.1111111111111111,1,2,0,0.0,-0.003973372165591845,1
"('richardcausey', 'maureenmcvicker')",0.0,0.0,200,0.0,0,3,1,0.018253968253968245,0.01307359307359307,1
"('richardcausey', 'randypetersen')",0.0,0.0,8,0.0,0,4,0,0.018253968253968245,0.0,1
"('richardcausey', 'mikejordan')",0.640393773458818,0.16666666666666666,48,0.1078125,2,2,0,0.018253968253968245,-0.2,1
"('shericromwell', 'marktaylor')",0.0,0.0,91,0.0,0,3,1,-0.16666666666666666,-0.007070707070707071,1
"('tracyarthur', 'daviddelainey')",0.20609929155556622,0.0196078431372549,100,0.0078125,1,2,0,0.0,0.00013797068123024003,1
"('richardtomaski', 'robinrodrigue')",0.0,0.0,62,0.0,0,3,0,0.0,0.0074028122415219205,1
"('margoreyna', 'susanlandwehr')",0.9283247884891824,0.42857142857142855,25,0.13330269607843137,3,2,1,0.09444444444444444,0.29999999999999993,1
"('stephendouglas', 'marktaylor')",0.0,0.0,91,0.0,0,3,0,-0.3333333333333333,-0.007070707070707071,1
"('todlindholm', 'rickbuy')",0.0,0.0,45,0.0,0,3,0,0.0,-0.004724666014988596,1
"('davidbaumbach', 'pattithompson')",0.30341307554227914,0.03333333333333333,228,0.037037037037037035,1,2,0,0.04848484848484849,-0.12280701754385964,1
"('davidbaumbach', 'sallybeck')",0.924748010101891,0.014492753623188406,1536,0.23703703703703705,2,2,0,0.04848484848484849,-0.009460084432217056,1
"('mikemaggi', 'stephaniesever')",0.2530848692773169,0.14285714285714285,12,0.019230769230769232,1,2,0,0.33333333333333337,-0.13636363636363635,1
"('mikemaggi', 'dawnkenne')",0.0,0.0,20,0.0,0,3,0,0.33333333333333337,-0.17777777777777776,1
"('mikemaggi', 'larrymay')",0.0,0.0,6,0.0,0,3,0,0.33333333333333337,0.0,1
"('mikemaggi', 'errolmclaughlin')",0.5260432896867142,0.0425531914893617,94,0.04487179487179487,2,2,0,0.33333333333333337,-0.02556864558959569,1
"('kourtneynelson', 'jeffreyoh')",0.0,0.0,8,0.0,0,3,1,0.0,-0.13333333333333333,1
"('kourtneynelson', 'chrisfoster')",0.0,0.0,64,0.0,0,3,0,0.0,-0.09935897435897437,1
"('tomcampbell', 'jeffdasovich')",0.48089834696298783,0.007751937984496124,256,0.125,1,2,0,1.0,-0.004452043171327722,1
"('careymetz', 'matthewlenhart')",0.0,0.0,36,0.0,0,4,0,0.0,0.0033288349077822757,1
"('janieaguayo', 'tanajones')",0.0,0.0,570,0.0,0,3,0,0.1,-0.0010308428580366527,1
"('darenjfarmer', 'garyhanks')",0.0,0.0,6,0.0,0,4,0,-0.2,0.0,1
"('pattithompson', 'davidbaumbach')",0.30341307554227914,0.03333333333333333,228,0.037037037037037035,1,2,0,-0.12280701754385964,0.04848484848484849,1
"('pattithompson', 'marceichmann')",0.0,0.0,38,0.0,0,4,0,-0.12280701754385964,0.0,1
"('pattithompson', 'laureladams')",0.0,0.0,76,0.0,0,4,1,-0.12280701754385964,-0.033333333333333326,1
"('pattithompson', 'shonawilson')",0.20609929155556622,0.02857142857142857,323,0.0078125,1,2,2,-0.12280701754385964,-0.00872167048637637,1
"('pattithompson', 'lexielliott')",0.20609929155556622,0.037037037037037035,171,0.0078125,1,2,0,-0.12280701754385964,-0.05555555555555555,1
"('pattithompson', 'jamesnew')",0.0,0.0,19,0.0,0,4,0,-0.12280701754385964,0.0,1
"('pattithompson', 'chrisabel')",0.20609929155556622,0.047619047619047616,57,0.0078125,1,2,0,-0.12280701754385964,1.0,1
"('markthorne', 'sandramcnichols')",0.0,0.0,6,0.0,0,-1,0,-0.3,-0.13333333333333333,1
"('garybryan', 'susanpereira')",0.0,0.0,6,0.0,0,5,0,0.0,0.0,1
"('martinlin', 'stinsongibner')",0.20609929155556622,0.05263157894736842,19,0.0078125,1,2,0,0.0,-0.11140350877192984,1
"('beckyspencer', 'carolclair')",0.22168724132403095,0.06666666666666667,28,0.01098901098901099,1,2,0,-0.1111111111111111,0.08404638839421448,1
"('beckyspencer', 'danhyvl')",0.0,0.0,90,0.0,0,3,2,-0.1111111111111111,0.0019670388091440755,1
