edge,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,edge_persistence,cc_u_delta,cc_v_delta,label
"('huntershively', 'richardtomaski')",0.0,0.0,34,0.0,0,3,0,0.01855742296918768,1.0,1
"('huntershively', 'jenniferburns')",0.0,0.0,34,0.0,0,3,0,0.01855742296918768,-0.3,1
"('huntershively', 'andrewlewis')",0.0,0.0,51,0.0,0,4,1,0.01855742296918768,0.0,1
"('huntershively', 'kevinruscitti')",0.0,0.0,187,0.0,0,4,0,0.01855742296918768,0.0,1
"('huntershively', 'jeanmrha')",0.25973030217227155,0.05,68,0.02127659574468085,1,2,0,0.01855742296918768,0.0,1
"('huntershively', 'johnlavorato')",0.5581106265512472,0.025,408,0.16666666666666666,1,2,2,0.01855742296918768,0.01951354831059047,1
"('huntershively', 'chris')",0.0,0.0,119,0.0,0,4,0,0.01855742296918768,0.047619047619047616,1
"('huntershively', 'phildemoes')",0.0,0.0,187,0.0,0,3,0,0.01855742296918768,-0.05757575757575757,1
"('huntershively', 'paullucci')",0.0,0.0,34,0.0,0,4,1,0.01855742296918768,0.0,1
"('huntershively', 'kimberlyhillis')",0.9810778226167532,0.08695652173913043,136,0.2712765957446808,2,2,0,0.01855742296918768,-0.14285714285714285,1
"('huntershively', 'brucemills')",0.0,0.0,17,0.0,0,3,0,0.01855742296918768,0.0,1
"('koriloibl', 'staceywhite')",0.28599966750267436,0.14285714285714285,12,0.030303030303030304,1,2,0,0.8545454545454545,0.08070175438596491,1
"('koriloibl', 'tracygreene')",0.0,0.0,2,0.0,0,6,0,0.8545454545454545,0.0,1
"('cathyphillips', 'vincekaminski')",0.0,0.0,680,0.0,0,3,0,-0.1476190476190476,-0.004846001271992089,1
"('mikesmith', 'robertwilliams')",0.0,0.0,24,0.0,0,3,0,-0.09090909090909088,0.8095238095238095,1
"('mikesmith', 'peggymahoney')",0.40242960438184466,0.058823529411764705,72,0.08333333333333333,1,2,1,-0.09090909090909088,0.06666666666666667,1
"('mikesmith', 'diannhuddleson')",0.20178266682373375,0.08333333333333333,12,0.007042253521126761,1,2,0,-0.09090909090909088,0.0,1
"('mikesmith', 'dennisbenevides')",0.20178266682373375,0.07692307692307693,24,0.007042253521126761,1,2,0,-0.09090909090909088,0.75,1
"('mikesmith', 'marcialinton')",0.6042122712055784,0.1,120,0.0903755868544601,2,2,0,-0.09090909090909088,0.24444444444444444,1
"('mikesmith', 'jamessteffes')",0.8206113763633469,0.06,492,0.08912159688637984,3,2,1,-0.09090909090909088,-0.03488926268573031,1
"('mikesmith', 'awu')",0.0,0.0,12,0.0,0,3,0,-0.09090909090909088,0.0,1
