edge,adamic_adar,jaccard,preferential_attachment,label
"('amyfitzpatrick', 'sallybeck')",0.7343961104036649,0.2222222222222222,18,1
"('amyfitzpatrick', 'rickbuy')",0.0,0.0,12,1
"('scottneal', 'chrisgaskill')",0.3789231816899512,0.14285714285714285,18,1
"('scottneal', 'stephaniesever')",0.0,0.0,12,1
"('michellelokay', 'kevinhyatt')",2.5994721611220526,0.5,54,1
"('michellelokay', 'shelleycorman')",1.3642262983078204,0.2727272727272727,45,1
"('michellelokay', 'jeffdasovich')",0.40242960438184466,0.047619047619047616,126,1
"('davidbaumbach', 'chrisabel')",0.0,0.0,1,1
"('michellecash', 'arsystem')",0.0,0.0,60,1
"('michellecash', 'sheilatweed')",0.0,0.0,20,1
"('michellecash', 'johnambler')",0.0,0.0,10,1
"('gregwhalley', 'johnambler')",0.9102392266268373,0.1,10,1
"('juliearmstrong', 'rickbuy')",0.0,0.0,48,1
"('juliearmstrong', 'rodhayslett')",2.3891233788817123,0.25,96,1
"('stephaniepanus', 'brenthendry')",0.0,0.0,48,1
"('stephaniepanus', 'travismccullough')",0.0,0.0,32,1
"('stephaniepanus', 'susanbailey')",1.3002001068628521,0.2,80,1
"('stephaniepanus', 'marcusnettelton')",0.36926937306885504,0.08333333333333333,40,1
"('stephaniepanus', 'tanyarohauer')",2.1038471333780024,0.26666666666666666,88,1
"('stephaniepanus', 'edwardsacks')",0.36926937306885504,0.07692307692307693,48,1
"('stephaniepanus', 'geraldnemec')",0.0,0.0,32,1
"('stephaniepanus', 'marieheard')",3.945017093798837,0.3888888888888889,136,1
"('stephaniepanus', 'elizabethsager')",0.7863017644931014,0.09090909090909091,128,1
"('richardcausey', 'rosaleefleming')",0.0,0.0,1,1
"('richardcausey', 'wescolwell')",0.40242960438184466,0.25,4,1
"('ericbass', 'torikuykendall')",0.6213349345596119,0.125,18,1
"('davidoxley', 'barrytycholiz')",0.6236170816490856,0.14285714285714285,60,1
"('davidoxley', 'janetdietrich')",0.6236170816490856,0.2222222222222222,30,1
"('davidoxley', 'rosaleefleming')",0.0,0.0,6,1
"('davidoxley', 'kennethlay')",2.0147546552389106,0.5714285714285714,30,1
"('kevinhyatt', 'michellelokay')",2.5994721611220526,0.5,54,1
"('molliegustafson', 'louisekitchen')",0.43429448190325176,0.03571428571428571,28,1
"('molliegustafson', 'johnlavorato')",0.43429448190325176,0.045454545454545456,22,1
"('timbelden', 'suzanneadams')",0.0,0.0,21,1
"('timbelden', 'sarahnovosel')",0.0,0.0,14,1
"('timbelden', 'davidforster')",0.6236170816490856,0.2222222222222222,28,1
"('mikegrigsby', 'louisekitchen')",0.7578099350519243,0.05,392,1
"('brenthendry', 'stephaniepanus')",0.0,0.0,48,1
"('brenthendry', 'sarashackleton')",2.5427519516765305,0.4,90,1
"('brenthendry', 'alanaronowitz')",1.1870209067132538,0.3333333333333333,36,1
"('barrytycholiz', 'davidoxley')",0.6236170816490856,0.14285714285714285,60,1
"('barrytycholiz', 'torikuykendall')",0.8132176635932029,0.14285714285714285,60,1
"('barrytycholiz', 'arsystem')",0.3789231816899512,0.06666666666666667,60,1
"('marycook', 'louisekitchen')",2.2631967778178366,0.14705882352941177,308,1
"('travismccullough', 'stephaniepanus')",0.0,0.0,32,1
"('travismccullough', 'sarahnovosel')",0.0,0.0,8,1
"('travismccullough', 'tanajones')",0.36067376022224085,0.07142857142857142,44,1
