edge,adamic_adar,jaccard,preferential_attachment,label
"('scottneal', 'davidforster')",0.0,0.0,6,1
"('scottneal', 'johnlavorato')",0.0,0.0,8,1
"('tklohman', 'kevinhyatt')",0.6213349345596119,0.16666666666666666,6,1
"('tklohman', 'lorrainelindberg')",0.6213349345596119,0.3333333333333333,3,1
"('tklohman', 'lindydonoho')",0.6213349345596119,0.3333333333333333,3,1
"('gregwhalley', 'davidoxley')",0.0,0.0,4,1
"('gregwhalley', 'garyhickerson')",0.0,0.0,8,1
"('gregwhalley', 'rickbuy')",0.0,0.0,12,1
"('gregwhalley', 'johnarnold')",0.6213349345596119,0.1111111111111111,28,1
"('gregwhalley', 'johnlavorato')",0.43429448190325176,0.16666666666666666,16,1
"('shonawilson', 'chrisabel')",0.43429448190325176,0.25,6,1
"('shonawilson', 'sheilaglover')",0.0,0.0,6,1
"('shonawilson', 'johnlavorato')",0.43429448190325176,0.16666666666666666,12,1
"('psellers', 'eldon')",1.0743036443092429,0.6666666666666666,8,1
"('gregjohnston', 'sarashackleton')",0.8535216142648594,0.15384615384615385,26,1
"('gregjohnston', 'peterkeohane')",0.8535216142648594,0.6666666666666666,6,1
"('stephaniepanus', 'marycook')",1.8015034860673866,0.3333333333333333,63,1
"('stephaniepanus', 'tanyarohauer')",0.7294945171463887,0.2222222222222222,18,1
"('stevenharris', 'lorrainelindberg')",1.179445561110859,0.3333333333333333,15,1
"('davidoxley', 'gregwhalley')",0.0,0.0,4,1
"('davidoxley', 'louisekitchen')",0.9102392266268373,0.2,5,1
"('davidoxley', 'johnlavorato')",0.9102392266268373,0.25,4,1
"('kevinhyatt', 'tklohman')",0.6213349345596119,0.16666666666666666,6,1
"('kevinhyatt', 'lindydonoho')",2.4418133878132866,0.5,18,1
"('timbelden', 'rickbuy')",0.0,0.0,3,1
"('timbelden', 'robertbadeer')",0.0,0.0,2,1
"('timbelden', 'karendenne')",0.0,0.0,2,1
"('timbelden', 'louisekitchen')",0.0,0.0,5,1
"('timbelden', 'jeffdasovich')",0.5581106265512472,0.0625,17,1
"('timbelden', 'johnlavorato')",0.0,0.0,4,1
"('mikegrigsby', 'barrytycholiz')",0.5581106265512472,0.125,14,1
"('mikegrigsby', 'torikuykendall')",1.4426950408889634,0.125,14,1
"('mikegrigsby', 'arsystem')",0.0,0.0,7,1
"('mikegrigsby', 'johnarnold')",0.5581106265512472,0.07692307692307693,49,1
"('mikegrigsby', 'johnlavorato')",0.5581106265512472,0.1,28,1
"('brenthendry', 'susanbailey')",1.1846141304598072,0.375,30,1
"('brenthendry', 'alanaronowitz')",0.3396232718951086,0.16666666666666666,6,1
"('barrytycholiz', 'mikegrigsby')",0.5581106265512472,0.125,14,1
"('barrytycholiz', 'jeffdasovich')",0.0,0.0,34,1
"('marycook', 'stephaniepanus')",1.8015034860673866,0.3333333333333333,63,1
"('marycook', 'susanbailey')",0.7294945171463887,0.2,35,1
"('marycook', 'laureladams')",0.7294945171463887,0.2,35,1
"('marycook', 'elizabethsager')",0.5581106265512472,0.08333333333333333,42,1
"('travismccullough', 'louisekitchen')",0.6213349345596119,0.14285714285714285,15,1
"('travismccullough', 'elizabethsager')",0.48089834696298783,0.125,18,1
"('sallybeck', 'brianredmond')",1.3426824550040934,0.18181818181818182,30,1
"('chrisabel', 'shonawilson')",0.43429448190325176,0.25,6,1
"('torikuykendall', 'mikegrigsby')",1.4426950408889634,0.125,14,1
"('susanbailey', 'brenthendry')",1.1846141304598072,0.375,30,1
"('susanbailey', 'marycook')",0.7294945171463887,0.2,35,1
"('susanbailey', 'debraperlingiere')",0.48089834696298783,0.14285714285714285,15,1
"('susanbailey', 'tanyarohauer')",0.7294945171463887,0.4,10,1
"('susanbailey', 'edwardsacks')",0.8449908585646988,0.3333333333333333,15,1
"('garyhickerson', 'gregwhalley')",0.0,0.0,8,1
"('garyhickerson', 'johnarnold')",0.0,0.0,14,1
"('janetdietrich', 'louisekitchen')",0.0,0.0,10,1
"('debraperlingiere', 'susanbailey')",0.48089834696298783,0.14285714285714285,15,1
"('lorrainelindberg', 'tklohman')",0.6213349345596119,0.3333333333333333,3,1
"('lorrainelindberg', 'stevenharris')",1.179445561110859,0.3333333333333333,15,1
"('lorrainelindberg', 'lindydonoho')",0.6213349345596119,0.2,9,1
"('joehartsoe', 'richardshapiro')",0.35295612386476116,0.2,5,1
"('rickbuy', 'gregwhalley')",0.0,0.0,12,1
"('rickbuy', 'timbelden')",0.0,0.0,3,1
"('rickbuy', 'davidport')",1.4426950408889634,0.3333333333333333,3,1
"('rickbuy', 'markkoenig')",0.0,0.0,3,1
"('samanthaboyd', 'tanyarohauer')",0.7294945171463887,0.2857142857142857,14,1
"('robertbadeer', 'timbelden')",0.0,0.0,2,1
"('sarashackleton', 'gregjohnston')",0.8535216142648594,0.15384615384615385,26,1
"('sarashackleton', 'marieheard')",0.3396232718951086,0.07692307692307693,13,1
"('sarashackleton', 'lisamellencamp')",0.8535216142648594,0.14285714285714285,39,1
"('nancysellers', 'eldon')",1.0743036443092429,1.0,4,1
"('marcusnettelton', 'kaymann')",0.8977338984463559,0.25,16,1
"('cindyolson', 'louisekitchen')",0.43429448190325176,0.2,5,1
"('davidforster', 'scottneal')",0.0,0.0,6,1
"('arsystem', 'mikegrigsby')",0.0,0.0,7,1
"('arsystem', 'tanajones')",0.0,0.0,19,1
"('keithholst', 'inarangel')",0.5138983423697507,0.14285714285714285,12,1
"('mikemaggi', 'inarangel')",0.5138983423697507,0.125,18,1
"('mikemaggi', 'johngriffith')",1.2352458628142324,0.5,9,1
"('karendenne', 'timbelden')",0.0,0.0,2,1
"('alanaronowitz', 'brenthendry')",0.3396232718951086,0.16666666666666666,6,1
"('inarangel', 'keithholst')",0.5138983423697507,0.14285714285714285,12,1
"('inarangel', 'mikemaggi')",0.5138983423697507,0.125,18,1
"('inarangel', 'frankermis')",1.1352332769293625,0.3333333333333333,12,1
"('inarangel', 'dutchquigley')",0.5138983423697507,0.14285714285714285,12,1
"('tanyarohauer', 'stephaniepanus')",0.7294945171463887,0.2222222222222222,18,1
"('tanyarohauer', 'susanbailey')",0.7294945171463887,0.4,10,1
"('tanyarohauer', 'samanthaboyd')",0.7294945171463887,0.2857142857142857,14,1
"('tanyarohauer', 'russelldiamond')",0.7294945171463887,0.25,16,1
"('louisekitchen', 'davidoxley')",0.9102392266268373,0.2,5,1
"('louisekitchen', 'timbelden')",0.0,0.0,5,1
"('louisekitchen', 'travismccullough')",0.6213349345596119,0.14285714285714285,15,1
"('louisekitchen', 'janetdietrich')",0.0,0.0,10,1
"('louisekitchen', 'cindyolson')",0.43429448190325176,0.2,5,1
"('louisekitchen', 'tanajones')",0.0,0.0,95,1
"('louisekitchen', 'johnlavorato')",1.344533708530089,0.2857142857142857,20,1
"('edwardsacks', 'susanbailey')",0.8449908585646988,0.3333333333333333,15,1
"('edwardsacks', 'tanajones')",0.8449908585646988,0.1,57,1
"('edwardsacks', 'elizabethsager')",0.0,0.0,18,1
"('johngriffith', 'mikemaggi')",1.2352458628142324,0.5,9,1
"('johngriffith', 'dutchquigley')",0.5138983423697507,0.25,6,1
"('geraldnemec', 'dutchquigley')",0.0,0.0,8,1
"('geraldnemec', 'peterkeohane')",0.48089834696298783,0.16666666666666666,12,1
"('johnarnold', 'gregwhalley')",0.6213349345596119,0.1111111111111111,28,1
"('johnarnold', 'mikegrigsby')",0.5581106265512472,0.07692307692307693,49,1
"('johnarnold', 'garyhickerson')",0.0,0.0,14,1
"('johnarnold', 'tanajones')",0.9102392266268373,0.04,133,1
"('laureladams', 'marycook')",0.7294945171463887,0.2,35,1
"('tanajones', 'arsystem')",0.0,0.0,19,1
"('tanajones', 'louisekitchen')",0.0,0.0,95,1
"('tanajones', 'edwardsacks')",0.8449908585646988,0.1,57,1
"('tanajones', 'johnarnold')",0.9102392266268373,0.04,133,1
"('tanajones', 'dutchquigley')",0.0,0.0,38,1
"('tanajones', 'elizabethsager')",2.4817040144031983,0.13636363636363635,114,1
"('marieheard', 'sarashackleton')",0.3396232718951086,0.07692307692307693,13,1
"('davidport', 'rickbuy')",1.4426950408889634,0.3333333333333333,3,1
"('sheilaglover', 'shonawilson')",0.0,0.0,6,1
"('russelldiamond', 'tanyarohauer')",0.7294945171463887,0.25,16,1
"('markkoenig', 'rickbuy')",0.0,0.0,3,1
"('lisamellencamp', 'sarashackleton')",0.8535216142648594,0.14285714285714285,39,1
"('lisamellencamp', 'elizabethsager')",0.48089834696298783,0.125,18,1
"('frankermis', 'inarangel')",1.1352332769293625,0.3333333333333333,12,1
"('jeffdasovich', 'timbelden')",0.5581106265512472,0.0625,17,1
"('jeffdasovich', 'barrytycholiz')",0.0,0.0,34,1
"('richardshapiro', 'joehartsoe')",0.35295612386476116,0.2,5,1
"('lindydonoho', 'tklohman')",0.6213349345596119,0.3333333333333333,3,1
"('lindydonoho', 'kevinhyatt')",2.4418133878132866,0.5,18,1
"('lindydonoho', 'lorrainelindberg')",0.6213349345596119,0.2,9,1
"('eldon', 'psellers')",1.0743036443092429,0.6666666666666666,8,1
"('eldon', 'nancysellers')",1.0743036443092429,1.0,4,1
"('dutchquigley', 'inarangel')",0.5138983423697507,0.14285714285714285,12,1
"('dutchquigley', 'johngriffith')",0.5138983423697507,0.25,6,1
"('dutchquigley', 'geraldnemec')",0.0,0.0,8,1
"('dutchquigley', 'tanajones')",0.0,0.0,38,1
"('peterkeohane', 'gregjohnston')",0.8535216142648594,0.6666666666666666,6,1
"('peterkeohane', 'geraldnemec')",0.48089834696298783,0.16666666666666666,12,1
"('peterkeohane', 'elizabethsager')",0.0,0.0,18,1
"('brianredmond', 'sallybeck')",1.3426824550040934,0.18181818181818182,30,1
"('kaymann', 'marcusnettelton')",0.8977338984463559,0.25,16,1
"('johnlavorato', 'scottneal')",0.0,0.0,8,1
"('johnlavorato', 'gregwhalley')",0.43429448190325176,0.16666666666666666,16,1
"('johnlavorato', 'shonawilson')",0.43429448190325176,0.16666666666666666,12,1
"('johnlavorato', 'davidoxley')",0.9102392266268373,0.25,4,1
"('johnlavorato', 'timbelden')",0.0,0.0,4,1
"('johnlavorato', 'mikegrigsby')",0.5581106265512472,0.1,28,1
"('johnlavorato', 'louisekitchen')",1.344533708530089,0.2857142857142857,20,1
"('elizabethsager', 'marycook')",0.5581106265512472,0.08333333333333333,42,1
"('elizabethsager', 'travismccullough')",0.48089834696298783,0.125,18,1
"('elizabethsager', 'edwardsacks')",0.0,0.0,18,1
"('elizabethsager', 'tanajones')",2.4817040144031983,0.13636363636363635,114,1
"('elizabethsager', 'lisamellencamp')",0.48089834696298783,0.125,18,1
"('elizabethsager', 'peterkeohane')",0.0,0.0,18,1
"('stewartrosman', 'richardshapiro')",0.0,0.0,15,0
"('lesliereeves', 'sarashackleton')",0.0,0.0,26,0
"('shonawilson', 'chrisgermany')",0.0,0.0,9,0
"('juliearmstrong', 'christianyoder')",0.35295612386476116,0.14285714285714285,12,0
"('jimschwieger', 'kamkeiser')",0.0,0.0,3,0
"('janetdietrich', 'michellelokay')",0.0,0.0,10,0
"('psellers', 'sallybeck')",0.0,0.0,40,0
"('shonawilson', 'brianredmond')",0.6213349345596119,0.2,9,0
"('nancysellers', 'tklohman')",0.0,0.0,2,0
"('errolmclaughlin', 'debraperlingiere')",0.0,0.0,21,0
"('sarashackleton', 'chrisgermany')",0.0,0.0,39,0
"('janetdietrich', 'shelleycorman')",0.0,0.0,6,0
"('richardcausey', 'shonawilson')",0.43429448190325176,0.3333333333333333,3,0
"('sheilaglover', 'kamkeiser')",0.0,0.0,6,0
"('johngriffith', 'shonawilson')",0.0,0.0,9,0
"('lesliereeves', 'rosaleefleming')",0.0,0.0,2,0
"('brenthendry', 'stuartzisman')",0.5581106265512472,0.14285714285714285,12,0
"('edwardsacks', 'kaymann')",0.0,0.0,24,0
"('eldon', 'davidport')",0.0,0.0,2,0
"('robertbadeer', 'sheilaglover')",0.0,0.0,4,0
"('cheryljohnson', 'sheilaglover')",0.0,0.0,4,0
"('kevinhyatt', 'tanajones')",0.0,0.0,114,0
"('laureladams', 'barrytycholiz')",0.0,0.0,10,0
"('juliamurray', 'shonawilson')",0.0,0.0,3,0
"('sallybeck', 'marycook')",0.0,0.0,70,0
"('cindyolson', 'peterkeohane')",0.0,0.0,3,0
"('tklohman', 'matthewlenhart')",0.0,0.0,5,0
"('psellers', 'andyzipper')",0.0,0.0,20,0
"('sheilatweed', 'garyhickerson')",0.0,0.0,2,0
"('susanbailey', 'samanthaboyd')",1.6655124774227952,0.5,35,0
"('karendenne', 'lindydonoho')",0.0,0.0,6,0
"('laureladams', 'lindydonoho')",0.0,0.0,15,0
"('susanbailey', 'jeffdasovich')",0.0,0.0,85,0
"('stevenharris', 'russelldiamond')",0.0,0.0,40,0
"('larrycampbell', 'chrisgermany')",0.0,0.0,3,0
"('juliamurray', 'robertfrank')",0.0,0.0,1,0
"('juliamurray', 'info')",0.0,0.0,2,0
"('douggilbert-smith', 'andyzipper')",0.0,0.0,5,0
"('juliamurray', 'keithholst')",0.0,0.0,2,0
"('chrisabel', 'keithholst')",0.0,0.0,4,0
"('marieheard', 'alanaronowitz')",0.3396232718951086,1.0,1,0
"('kaymann', 'marycook')",1.249862498521946,0.15384615384615385,56,0
"('alanaronowitz', 'susanbailey')",0.3396232718951086,0.2,5,0
"('rosaleefleming', 'drewfossum')",0.35295612386476116,0.16666666666666666,6,0
"('frankermis', 'scottneal')",0.0,0.0,4,0
"('rosaleefleming', 'info')",0.0,0.0,2,0
"('lisamellencamp', 'kamkeiser')",0.0,0.0,9,0
"('eldon', 'tanajones')",0.0,0.0,38,0
"('chrisabel', 'stewartrosman')",0.0,0.0,6,0
"('lornabrennan', 'johnarnold')",0.0,0.0,21,0
