edge,adamic_adar,jaccard,preferential_attachment,label
"('juliamurray', 'sarashackleton')",1.1703652426434674,0.15,126,1
"('juliamurray', 'raymondbowen')",0.0,0.0,54,1
"('chrisgermany', 'kamkeiser')",0.7213475204444817,0.3333333333333333,3,1
"('lornabrennan', 'michellelokay')",0.9163279467515955,0.25,24,1
"('scottneal', 'inarangel')",0.7631033646040855,0.15384615384615385,60,1
"('michellelokay', 'lornabrennan')",0.9163279467515955,0.25,24,1
"('michellelokay', 'rodhayslett')",0.0,0.0,30,1
"('michellelokay', 'arsystem')",0.0,0.0,18,1
"('douggilbert-smith', 'davidforster')",0.0,0.0,6,1
"('douggilbert-smith', 'johnlavorato')",0.0,0.0,26,1
"('michellecash', 'sallybeck')",1.2628508047171274,0.13043478260869565,165,1
"('michellecash', 'karendenne')",0.31465798044412485,0.05263157894736842,99,1
"('michellecash', 'johnlavorato')",0.7489524623473767,0.09090909090909091,143,1
"('matthewlenhart', 'kamkeiser')",0.0,0.0,15,1
"('matthewlenhart', 'frankermis')",0.9187843867734881,0.3333333333333333,15,1
"('gregwhalley', 'sallybeck')",2.4422963658279864,0.23809523809523808,165,1
"('gregwhalley', 'jimschwieger')",0.5138983423697507,0.06666666666666667,55,1
"('gregwhalley', 'rickbuy')",1.2626398522466522,0.15789473684210525,121,1
"('gregwhalley', 'raymondbowen')",0.7697775937575435,0.13333333333333333,66,1
"('juliearmstrong', 'shelleycorman')",0.40242960438184466,0.09090909090909091,36,1
"('juliearmstrong', 'joehartsoe')",0.0,0.0,18,1
"('psellers', 'cameron')",1.0673237767056754,0.6666666666666666,6,1
"('cameron', 'psellers')",1.0673237767056754,0.6666666666666666,6,1
"('gregjohnston', 'geraldnemec')",0.0,0.0,18,1
"('gregjohnston', 'marieheard')",0.8268746032241814,0.1111111111111111,51,1
"('stephaniepanus', 'alanaronowitz')",1.9280232818477487,0.29411764705882354,117,1
"('stephaniepanus', 'sheilaglover')",0.7318793055547124,0.15384615384615385,26,1
"('stephaniepanus', 'peterkeohane')",0.7152456293300486,0.13333333333333333,52,1
"('stevenharris', 'rodhayslett')",1.039008973514235,0.13333333333333333,60,1
"('stevenharris', 'jeffdasovich')",0.45511961331341866,0.03571428571428571,216,1
"('davidoxley', 'karendenne')",1.5004847988096024,0.26666666666666666,90,1
"('kevinhyatt', 'audreyrobertson')",1.4156598442465105,0.2727272727272727,48,1
"('kevinhyatt', 'lindydonoho')",1.578896738139745,0.25,56,1
"('timbelden', 'janetdietrich')",0.31465798044412485,0.125,20,1
"('timbelden', 'robertbadeer')",0.3898712452512801,0.14285714285714285,15,1
"('timbelden', 'kamkeiser')",0.0,0.0,15,1
"('timbelden', 'wescolwell')",0.6606342367053184,0.3333333333333333,15,1
