edge,adamic_adar,jaccard,preferential_attachment,label
"('brianredmond', 'geraldnemec')",0.0,0.0,6,0
"('brianredmond', 'elizabethsager')",0.0,0.0,18,0
"('brianredmond', 'dutchquigley')",0.0,0.0,4,0
"('brianredmond', 'audreyrobertson')",0.0,0.0,4,0
"('brianredmond', 'brenthendry')",0.0,0.0,6,0
"('brianredmond', 'edwardsacks')",0.0,0.0,12,0
"('brianredmond', 'paulkaufman')",0.0,0.0,4,0
"('brianredmond', 'rshapiro')",0.0,0.0,2,0
"('brianredmond', 'inarangel')",0.0,0.0,4,0
"('brianredmond', 'larrycampbell')",0.0,0.0,2,0
"('brianredmond', 'wescolwell')",0.3898712452512801,0.2,8,0
"('brianredmond', 'richardcausey')",0.0,0.0,4,0
"('brianredmond', 'stewartrosman')",0.0,0.0,6,0
"('brianredmond', 'chrisabel')",0.3898712452512801,0.16666666666666666,10,0
"('brianredmond', 'christianyoder')",0.0,0.0,6,0
"('brianredmond', 'nancysellers')",0.0,0.0,8,0
"('brianredmond', 'timbelden')",0.3898712452512801,0.1,18,0
"('brianredmond', 'kennethlay')",0.0,0.0,4,0
"('brianredmond', 'scottneal')",0.0,0.0,8,0
"('brianredmond', 'johngriffith')",0.0,0.0,4,0
"('brianredmond', 'karendenne')",0.0,0.0,14,0
"('brianredmond', 'elizabethlinnell')",0.0,0.0,2,0
"('brianredmond', 'johnlavorato')",0.3898712452512801,0.08333333333333333,22,1
"('brianredmond', 'suzanneadams')",0.0,0.0,4,0
"('brianredmond', 'robmilnthorp')",0.0,0.0,2,0
"('brianredmond', 'davidoxley')",0.3898712452512801,0.1111111111111111,16,0
"('brianredmond', 'michellecash')",0.0,0.0,8,0
"('brianredmond', 'cindyolson')",0.0,0.0,4,0
"('brianredmond', 'janetdietrich')",0.0,0.0,6,0
"('brianredmond', 'sheilaglover')",0.0,0.0,6,0
"('brianredmond', 'tanyarohauer')",0.0,0.0,6,0
"('brianredmond', 'debraperlingiere')",0.0,0.0,12,0
"('brianredmond', 'mikegrigsby')",0.0,0.0,4,0
"('brianredmond', 'jeffdasovich')",0.0,0.0,22,0
"('brianredmond', 'cheryljohnson')",0.0,0.0,2,0
"('brianredmond', 'ericbass')",0.0,0.0,2,0
"('brianredmond', 'jamesderrick')",0.0,0.0,6,0
"('brianredmond', 'tklohman')",0.0,0.0,4,0
"('brianredmond', 'tanajones')",0.0,0.0,28,0
"('brianredmond', 'marycook')",0.0,0.0,18,0
"('brianredmond', 'marcusnettelton')",0.0,0.0,4,0
"('brianredmond', 'arsystem')",0.3898712452512801,0.14285714285714285,12,0
"('brianredmond', 'lornabrennan')",0.0,0.0,2,0
"('brianredmond', 'mikemaggi')",0.0,0.0,4,0
"('brianredmond', 'eldon')",0.0,0.0,6,0
"('brianredmond', 'juliamurray')",0.0,0.0,6,0
"('brianredmond', 'garyhickerson')",0.0,0.0,4,0
"('brianredmond', 'stephaniepanus')",0.0,0.0,12,0
"('brianredmond', 'robertbadeer')",0.0,0.0,4,0
"('brianredmond', 'lorrainelindberg')",0.0,0.0,6,0
"('brianredmond', 'susanbailey')",0.0,0.0,14,0
"('brianredmond', 'marieheard')",0.0,0.0,16,0
"('brianredmond', 'lisamellencamp')",0.0,0.0,2,0
"('brianredmond', 'stevenharris')",0.0,0.0,8,0
"('brianredmond', 'cameron')",0.0,0.0,8,0
"('brianredmond', 'chrisstokley')",0.0,0.0,6,0
"('brianredmond', 'juliearmstrong')",0.0,0.0,6,0
"('brianredmond', 'stephaniesever')",0.0,0.0,6,0
"('brianredmond', 'andyzipper')",0.3898712452512801,0.125,14,0
"('brianredmond', 'sheilatweed')",0.0,0.0,4,0
"('brianredmond', 'michellelokay')",0.0,0.0,4,0
"('brianredmond', 'laureladams')",0.0,0.0,8,0
"('brianredmond', 'sarashackleton')",0.0,0.0,22,0
"('brianredmond', 'info')",0.0,0.0,2,0
