edge,adamic_adar,jaccard,preferential_attachment,label
"('geraldnemec', 'danadavis')",0.0,0.0,1,0
"('geraldnemec', 'vasantshanbhogue')",0.0,0.0,1,0
"('geraldnemec', 'elizabethsager')",0.0,0.0,4,0
"('geraldnemec', 'dutchquigley')",0.0,0.0,2,0
"('geraldnemec', 'audreyrobertson')",0.0,0.0,6,0
"('geraldnemec', 'brenthendry')",0.0,0.0,7,0
"('geraldnemec', 'edwardsacks')",0.0,0.0,5,0
"('geraldnemec', 'paulkaufman')",0.0,0.0,4,0
"('geraldnemec', 'rshapiro')",0.0,0.0,1,0
"('geraldnemec', 'inarangel')",0.0,0.0,3,0
"('geraldnemec', 'robertfrank')",0.0,0.0,1,0
"('geraldnemec', 'wescolwell')",0.0,0.0,2,0
"('geraldnemec', 'joehartsoe')",0.0,0.0,4,0
"('geraldnemec', 'richardcausey')",0.0,0.0,1,0
"('geraldnemec', 'chrisabel')",0.0,0.0,2,0
"('geraldnemec', 'christianyoder')",0.0,0.0,2,0
"('geraldnemec', 'nancysellers')",0.0,0.0,3,0
"('geraldnemec', 'timbelden')",0.0,0.0,2,0
"('geraldnemec', 'kennethlay')",0.0,0.0,1,0
"('geraldnemec', 'scottneal')",0.0,0.0,2,0
"('geraldnemec', 'johngriffith')",0.0,0.0,2,0
"('geraldnemec', 'drewfossum')",0.0,0.0,5,0
"('geraldnemec', 'gregjohnston')",0.0,0.0,3,0
"('geraldnemec', 'karendenne')",0.0,0.0,2,0
"('geraldnemec', 'elizabethlinnell')",0.0,0.0,1,0
"('geraldnemec', 'lesliereeves')",0.0,0.0,2,0
"('geraldnemec', 'johnlavorato')",0.0,0.0,10,0
"('geraldnemec', 'suzanneadams')",0.0,0.0,1,0
"('geraldnemec', 'davidoxley')",0.0,0.0,2,0
"('geraldnemec', 'michellecash')",0.0,0.0,4,0
"('geraldnemec', 'brittdavis')",0.0,0.0,2,0
"('geraldnemec', 'cindyolson')",0.0,0.0,1,0
"('geraldnemec', 'janetdietrich')",0.0,0.0,2,0
"('geraldnemec', 'sheilaglover')",0.0,0.0,3,0
"('geraldnemec', 'tanyarohauer')",0.0,0.0,3,0
"('geraldnemec', 'mikegrigsby')",0.0,0.0,2,0
"('geraldnemec', 'jeffdasovich')",0.0,0.0,16,0
"('geraldnemec', 'cheryljohnson')",0.0,0.0,1,0
"('geraldnemec', 'ericbass')",0.0,0.0,2,0
"('geraldnemec', 'jamesderrick')",0.0,0.0,1,0
"('geraldnemec', 'tklohman')",0.0,0.0,2,0
"('geraldnemec', 'tanajones')",0.0,0.0,23,0
"('geraldnemec', 'marycook')",0.0,0.0,6,0
"('geraldnemec', 'marcusnettelton')",0.0,0.0,3,0
"('geraldnemec', 'lornabrennan')",0.0,0.0,3,0
"('geraldnemec', 'torikuykendall')",0.0,0.0,5,0
"('geraldnemec', 'ziminlu')",0.0,0.0,1,0
"('geraldnemec', 'mikemaggi')",0.0,0.0,1,0
"('geraldnemec', 'shelleycorman')",0.0,0.0,1,0
"('geraldnemec', 'eldon')",0.0,0.0,2,0
"('geraldnemec', 'juliamurray')",0.0,0.0,1,0
"('geraldnemec', 'vkamins')",0.0,0.0,2,0
"('geraldnemec', 'garyhickerson')",0.0,0.0,3,0
"('geraldnemec', 'stephaniepanus')",0.0,0.0,6,0
"('geraldnemec', 'robertbadeer')",0.0,0.0,2,0
"('geraldnemec', 'lorrainelindberg')",0.0,0.0,3,0
"('geraldnemec', 'susanbailey')",0.0,0.0,8,0
"('geraldnemec', 'marieheard')",0.0,0.0,3,0
"('geraldnemec', 'stevenharris')",0.0,0.0,4,0
"('geraldnemec', 'cameron')",0.0,0.0,4,0
"('geraldnemec', 'stephaniesever')",0.0,0.0,2,0
"('geraldnemec', 'andyzipper')",0.0,0.0,3,0
"('geraldnemec', 'sheilatweed')",0.0,0.0,1,0
"('geraldnemec', 'jayreitmeyer')",0.0,0.0,1,0
"('geraldnemec', 'michellelokay')",0.0,0.0,5,0
"('geraldnemec', 'laureladams')",0.0,0.0,4,0
"('geraldnemec', 'sarashackleton')",0.0,0.0,15,0
"('geraldnemec', 'lindydonoho')",0.0,0.0,2,0
"('geraldnemec', 'victorlamadrid')",0.0,0.0,1,0
"('geraldnemec', 'psellers')",0.0,0.0,5,0
"('geraldnemec', 'shonawilson')",0.0,0.0,2,0
"('geraldnemec', 'alanaronowitz')",0.0,0.0,5,0
"('geraldnemec', 'peterkeohane')",0.0,0.0,2,0
"('geraldnemec', 'matthewlenhart')",0.0,0.0,4,0
"('geraldnemec', 'pattisullivan')",0.0,0.0,1,0
"('geraldnemec', 'richardshapiro')",0.0,0.0,4,0
"('geraldnemec', 'vkaminski')",0.0,0.0,1,0
"('geraldnemec', 'louisekitchen')",0.0,0.0,1,0
"('geraldnemec', 'kevinhyatt')",0.0,0.0,4,0
"('geraldnemec', 'molliegustafson')",0.0,0.0,1,0
"('geraldnemec', 'stuartzisman')",0.0,0.0,2,0
"('geraldnemec', 'johnarnold')",0.0,0.0,9,0
"('geraldnemec', 'sallybeck')",0.0,0.0,9,0
"('geraldnemec', 'davidforster')",0.0,0.0,4,0
"('geraldnemec', 'chrisgermany')",0.0,0.0,2,1
"('geraldnemec', 'sarahnovosel')",0.0,0.0,2,0
"('geraldnemec', 'kaymann')",0.0,0.0,9,0
