edge,adamic_adar,jaccard,preferential_attachment,label
"('juliamurray', 'geraldnemec')",0.0,0.0,5,1
"('juliamurray', 'tanajones')",0.40242960438184466,0.0625,16,1
"('amyfitzpatrick', 'michellecash')",0.0,0.0,6,1
"('chrisgermany', 'stephaniesever')",0.0,0.0,9,1
"('scottneal', 'victorlamadrid')",0.9102392266268373,0.25,6,1
"('scottneal', 'kamkeiser')",0.9102392266268373,0.2,9,1
"('scottneal', 'arsystem')",0.0,0.0,12,1
"('scottneal', 'stephaniesever')",0.0,0.0,9,1
"('scottneal', 'johnlavorato')",0.0,0.0,33,1
"('michellecash', 'amyfitzpatrick')",0.0,0.0,6,1
"('michellecash', 'davidoxley')",0.0,0.0,18,1
"('matthewlenhart', 'torikuykendall')",2.437491730221702,0.375,28,1
"('matthewlenhart', 'frankermis')",0.5138983423697507,0.25,4,1
"('gregwhalley', 'rickbuy')",1.179445561110859,0.18181818181818182,42,1
"('gregwhalley', 'wescolwell')",0.9479818718025272,0.25,21,1
"('psellers', 'nancysellers')",0.3789231816899512,0.3333333333333333,4,1
"('cameron', 'nancysellers')",1.2891624083167885,0.6666666666666666,6,1
"('stephaniepanus', 'russelldiamond')",0.0,0.0,6,1
"('stevenharris', 'lindydonoho')",3.191839246072947,0.5,35,1
"('richardcausey', 'rodhayslett')",0.0,0.0,2,1
"('richardcausey', 'wescolwell')",0.40242960438184466,0.3333333333333333,3,1
"('davidoxley', 'michellecash')",0.0,0.0,18,1
"('davidoxley', 'johnlavorato')",2.0421494994897587,0.3076923076923077,66,1
"('kevinhyatt', 'lorrainelindberg')",2.577928317818326,0.5714285714285714,28,1
"('timbelden', 'jeffdasovich')",2.3191244169922545,0.19047619047619047,154,1
"('timbelden', 'chrisstokley')",0.6213349345596119,0.07692307692307693,33,1
"('mikegrigsby', 'barrytycholiz')",0.4170323914242463,0.1,28,1
"('mikegrigsby', 'keithholst')",0.9947966893327386,0.2857142857142857,14,1
"('mikegrigsby', 'jayreitmeyer')",1.2352458628142324,0.2857142857142857,14,1
"('mikegrigsby', 'pattisullivan')",0.5138983423697507,0.125,14,1
"('barrytycholiz', 'mikegrigsby')",0.4170323914242463,0.1,28,1
"('barrytycholiz', 'russelldiamond')",0.0,0.0,4,1
"('barrytycholiz', 'jeffdasovich')",0.0,0.0,56,1
"('marycook', 'tanyarohauer')",2.0349707187523487,0.3333333333333333,63,1
"('travismccullough', 'davidforster')",0.0,0.0,8,1
"('travismccullough', 'geraldnemec')",0.0,0.0,20,1
"('travismccullough', 'andyzipper')",0.0,0.0,12,1
"('sallybeck', 'davidport')",1.4683498531780845,0.13333333333333333,60,1
"('chrisabel', 'rickbuy')",0.0,0.0,6,1
"('chrisabel', 'kamkeiser')",0.0,0.0,3,1
"('chrisabel', 'louisekitchen')",0.0,0.0,13,1
"('chrisabel', 'johnlavorato')",0.48089834696298783,0.09090909090909091,11,1
"('torikuykendall', 'matthewlenhart')",2.437491730221702,0.375,28,1
"('susanbailey', 'tanajones')",1.992782494624626,0.23529411764705882,80,1
"('susanbailey', 'russelldiamond')",0.0,0.0,5,1
"('errolmclaughlin', 'info')",0.0,0.0,2,1
"('errolmclaughlin', 'johngriffith')",0.0,0.0,10,1
"('errolmclaughlin', 'johnarnold')",0.0,0.0,16,1
"('errolmclaughlin', 'dutchquigley')",0.0,0.0,8,1
"('jimschwieger', 'wescolwell')",0.0,0.0,9,1
"('jimschwieger', 'brianredmond')",0.4170323914242463,0.16666666666666666,12,1
"('rosaleefleming', 'richardshapiro')",0.3789231816899512,0.1,18,1
"('rosaleefleming', 'johnlavorato')",0.0,0.0,22,1
"('debraperlingiere', 'kaymann')",1.2352458628142324,0.2,36,1
