edge,adamic_adar,jaccard,preferential_attachment,label
"('juliamurray', 'michellecash')",0.0,0.0,4,1
"('juliamurray', 'marycook')",0.3284587387530511,0.1,18,1
"('juliamurray', 'jamesderrick')",0.0,0.0,8,1
"('amyfitzpatrick', 'davidoxley')",1.4426950408889634,0.2,8,1
"('amyfitzpatrick', 'timbelden')",1.4426950408889634,0.125,14,1
"('amyfitzpatrick', 'louisekitchen')",0.0,0.0,22,1
"('lornabrennan', 'kevinhyatt')",1.3426824550040934,0.5,8,1
"('scottneal', 'johnarnold')",0.8340427950033699,0.13333333333333333,66,1
"('davidbaumbach', 'ericbass')",0.7213475204444817,0.3333333333333333,4,1
"('michellecash', 'juliamurray')",0.0,0.0,4,1
"('michellecash', 'alanaronowitz')",0.0,0.0,6,1
"('michellecash', 'sheilatweed')",0.0,0.0,6,1
"('matthewlenhart', 'stephaniesever')",0.0,0.0,25,1
"('gregwhalley', 'johnarnold')",0.3789231816899512,0.06666666666666667,55,1
"('gregwhalley', 'davidport')",0.5581106265512472,0.16666666666666666,10,1
"('gregwhalley', 'chrisgaskill')",0.0,0.0,5,1
"('gregwhalley', 'andyzipper')",1.000258116249563,0.2,35,1
"('stephaniepanus', 'susanbailey')",2.7198544285924395,0.8571428571428571,42,1
"('stephaniepanus', 'debraperlingiere')",0.45511961331341866,0.1111111111111111,21,1
"('stephaniepanus', 'marieheard')",1.162501533756421,0.42857142857142855,21,1
"('stevenharris', 'rodhayslett')",0.0,0.0,10,1
"('richardcausey', 'karendenne')",0.0,0.0,12,1
"('ericbass', 'davidbaumbach')",0.7213475204444817,0.3333333333333333,4,1
"('davidoxley', 'amyfitzpatrick')",1.4426950408889634,0.2,8,1
"('davidoxley', 'sallybeck')",0.0,0.0,24,1
"('davidoxley', 'cindyolson')",0.0,0.0,4,1
"('davidoxley', 'wescolwell')",0.4170323914242463,0.125,20,1
"('kevinhyatt', 'lornabrennan')",1.3426824550040934,0.5,8,1
"('kevinhyatt', 'larrycampbell')",0.7213475204444817,0.25,4,1
"('timbelden', 'amyfitzpatrick')",1.4426950408889634,0.125,14,1
"('timbelden', 'sallybeck')",0.0,0.0,42,1
"('timbelden', 'stewartrosman')",0.0,0.0,7,1
"('timbelden', 'richardshapiro')",0.7959555731141975,0.14285714285714285,63,1
"('mikegrigsby', 'chrisgaskill')",0.0,0.0,6,1
"('mikegrigsby', 'johnlavorato')",0.6213349345596119,0.05263157894736842,84,1
