edge,adamic_adar,jaccard,preferential_attachment,label
"('amyfitzpatrick', 'michellecash')",0.0,0.0,6,1
"('amyfitzpatrick', 'davidoxley')",0.35295612386476116,0.16666666666666666,12,1
"('amyfitzpatrick', 'timbelden')",0.35295612386476116,0.125,18,1
"('chrisgermany', 'kamkeiser')",0.0,0.0,1,1
"('lornabrennan', 'stevenharris')",0.0,0.0,6,1
"('lornabrennan', 'lindydonoho')",0.6213349345596119,0.16666666666666666,6,1
"('davidbaumbach', 'brianredmond')",0.0,0.0,6,1
"('michellecash', 'amyfitzpatrick')",0.0,0.0,6,1
"('gregwhalley', 'davidoxley')",0.9751430179754935,0.2857142857142857,20,1
"('gregwhalley', 'travismccullough')",0.0,0.0,10,1
"('gregwhalley', 'sallybeck')",0.4170323914242463,0.16666666666666666,10,1
"('gregwhalley', 'louisekitchen')",1.7432457005740793,0.2222222222222222,85,1
"('gregwhalley', 'markkoenig')",0.0,0.0,10,1
"('gregwhalley', 'brianredmond')",0.4170323914242463,0.16666666666666666,10,1
"('juliearmstrong', 'stevenharris')",1.9007930815553409,0.375,30,1
"('psellers', 'eldon')",0.33380820069533407,0.3333333333333333,4,1
"('stevenharris', 'lornabrennan')",0.0,0.0,6,1
"('stevenharris', 'juliearmstrong')",1.9007930815553409,0.375,30,1
"('ericbass', 'mikegrigsby')",0.0,0.0,3,1
"('davidoxley', 'amyfitzpatrick')",0.35295612386476116,0.16666666666666666,12,1
"('davidoxley', 'gregwhalley')",0.9751430179754935,0.2857142857142857,20,1
"('kevinhyatt', 'audreyrobertson')",0.5581106265512472,0.125,20,1
"('timbelden', 'amyfitzpatrick')",0.35295612386476116,0.125,18,1
"('timbelden', 'mikegrigsby')",0.0,0.0,18,1
"('timbelden', 'stewartrosman')",0.0,0.0,6,1
"('timbelden', 'jeffdasovich')",1.3913234498486193,0.13043478260869565,120,1
"('timbelden', 'kennethlay')",0.0,0.0,12,1
"('mikegrigsby', 'ericbass')",0.0,0.0,3,1
"('mikegrigsby', 'timbelden')",0.0,0.0,18,1
"('brenthendry', 'geraldnemec')",0.0,0.0,6,1
"('brenthendry', 'marieheard')",2.352934267515801,0.16666666666666666,33,1
"('barrytycholiz', 'johnlavorato')",0.6867643245600952,0.15384615384615385,44,1
"('marycook', 'samanthaboyd')",0.9102392266268373,0.25,6,1
"('marycook', 'marieheard')",2.352934267515801,0.16666666666666666,33,1
"('marycook', 'elizabethsager')",0.0,0.0,18,1
"('travismccullough', 'gregwhalley')",0.0,0.0,10,1
"('travismccullough', 'johnlavorato')",0.0,0.0,22,1
"('sallybeck', 'gregwhalley')",0.4170323914242463,0.16666666666666666,10,1
"('sallybeck', 'rickbuy')",0.4170323914242463,0.2,8,1
"('sallybeck', 'kamkeiser')",0.0,0.0,2,1
"('sallybeck', 'kennethlay')",0.0,0.0,4,1
"('susanbailey', 'debraperlingiere')",0.4170323914242463,0.14285714285714285,15,1
"('susanbailey', 'samanthaboyd')",1.3272716180510837,0.6666666666666666,6,1
"('errolmclaughlin', 'andyzipper')",0.0,0.0,2,1
"('janetdietrich', 'rickbuy')",0.0,0.0,12,1
"('debraperlingiere', 'susanbailey')",0.4170323914242463,0.14285714285714285,15,1
"('debraperlingiere', 'russelldiamond')",0.0,0.0,5,1
"('lorrainelindberg', 'audreyrobertson')",2.2956668142133534,0.8,20,1
"('joehartsoe', 'sarahnovosel')",0.33380820069533407,0.3333333333333333,3,1
"('joehartsoe', 'drewfossum')",0.33380820069533407,0.5,2,1
"('rickbuy', 'sallybeck')",0.4170323914242463,0.2,8,1
"('rickbuy', 'janetdietrich')",0.0,0.0,12,1
"('samanthaboyd', 'marycook')",0.9102392266268373,0.25,6,1
"('samanthaboyd', 'susanbailey')",1.3272716180510837,0.6666666666666666,6,1
"('samanthaboyd', 'sarashackleton')",0.4170323914242463,0.3333333333333333,4,1
"('rodhayslett', 'drewfossum')",0.0,0.0,2,1
"('sarashackleton', 'samanthaboyd')",0.4170323914242463,0.3333333333333333,4,1
"('sarahnovosel', 'joehartsoe')",0.33380820069533407,0.3333333333333333,3,1
"('audreyrobertson', 'kevinhyatt')",0.5581106265512472,0.125,20,1
"('audreyrobertson', 'lorrainelindberg')",2.2956668142133534,0.8,20,1
"('kamkeiser', 'chrisgermany')",0.0,0.0,1,1
"('kamkeiser', 'sallybeck')",0.0,0.0,2,1
"('alanaronowitz', 'marieheard')",0.0,0.0,11,1
"('inarangel', 'johnarnold')",0.0,0.0,7,1
"('inarangel', 'dutchquigley')",0.0,0.0,6,1
"('louisekitchen', 'gregwhalley')",1.7432457005740793,0.2222222222222222,85,1
"('louisekitchen', 'markkoenig')",0.0,0.0,34,1
"('edwardsacks', 'elizabethsager')",0.9102392266268373,0.125,18,1
"('stewartrosman', 'timbelden')",0.0,0.0,6,1
"('stewartrosman', 'chrisstokley')",0.9102392266268373,1.0,1,1
"('johngriffith', 'andyzipper')",0.5581106265512472,0.3333333333333333,4,1
"('geraldnemec', 'brenthendry')",0.0,0.0,6,1
"('geraldnemec', 'brianredmond')",0.0,0.0,4,1
"('johnarnold', 'inarangel')",0.0,0.0,7,1
"('johnarnold', 'lauraluce')",0.7699885152890075,0.2857142857142857,14,1
"('johnarnold', 'andyzipper')",0.5581106265512472,0.125,14,1
"('marieheard', 'brenthendry')",2.352934267515801,0.16666666666666666,33,1
"('marieheard', 'marycook')",2.352934267515801,0.16666666666666666,33,1
"('marieheard', 'alanaronowitz')",0.0,0.0,11,1
"('russelldiamond', 'debraperlingiere')",0.0,0.0,5,1
"('markkoenig', 'gregwhalley')",0.0,0.0,10,1
"('markkoenig', 'louisekitchen')",0.0,0.0,34,1
"('markkoenig', 'johnlavorato')",0.0,0.0,22,1
"('lauraluce', 'johnarnold')",0.7699885152890075,0.2857142857142857,14,1
"('jeffdasovich', 'timbelden')",1.3913234498486193,0.13043478260869565,120,1
"('lindydonoho', 'lornabrennan')",0.6213349345596119,0.16666666666666666,6,1
"('eldon', 'psellers')",0.33380820069533407,0.3333333333333333,4,1
"('dutchquigley', 'inarangel')",0.0,0.0,6,1
"('drewfossum', 'joehartsoe')",0.33380820069533407,0.5,2,1
"('drewfossum', 'rodhayslett')",0.0,0.0,2,1
"('andyzipper', 'errolmclaughlin')",0.0,0.0,2,1
"('andyzipper', 'johngriffith')",0.5581106265512472,0.3333333333333333,4,1
"('andyzipper', 'johnarnold')",0.5581106265512472,0.125,14,1
"('brianredmond', 'davidbaumbach')",0.0,0.0,6,1
"('brianredmond', 'gregwhalley')",0.4170323914242463,0.16666666666666666,10,1
"('brianredmond', 'geraldnemec')",0.0,0.0,4,1
"('kennethlay', 'timbelden')",0.0,0.0,12,1
"('kennethlay', 'sallybeck')",0.0,0.0,4,1
"('johnlavorato', 'barrytycholiz')",0.6867643245600952,0.15384615384615385,44,1
"('johnlavorato', 'travismccullough')",0.0,0.0,22,1
"('johnlavorato', 'markkoenig')",0.0,0.0,22,1
"('elizabethsager', 'marycook')",0.0,0.0,18,1
"('elizabethsager', 'edwardsacks')",0.9102392266268373,0.125,18,1
"('chrisstokley', 'stewartrosman')",0.9102392266268373,1.0,1,1
"('rshapiro', 'chrisgaskill')",0.0,0.0,1,0
"('stephaniepanus', 'mikemaggi')",0.0,0.0,1,0
"('ericbass', 'laureladams')",0.0,0.0,2,0
"('tanajones', 'travismccullough')",0.0,0.0,2,0
"('brenthendry', 'johnlavorato')",0.0,0.0,33,0
"('errolmclaughlin', 'lauraluce')",0.0,0.0,2,0
"('nancysellers', 'laureladams')",0.0,0.0,6,0
"('errolmclaughlin', 'travismccullough')",0.0,0.0,2,0
"('sarahnovosel', 'susanbailey')",0.0,0.0,9,0
"('juliearmstrong', 'nancysellers')",0.0,0.0,15,0
"('timbelden', 'juliearmstrong')",0.35295612386476116,0.1,30,0
"('brianredmond', 'stephaniepanus')",0.0,0.0,2,0
"('michellelokay', 'marieheard')",0.0,0.0,66,0
"('stuartzisman', 'stevenharris')",0.0,0.0,12,0
"('barrytycholiz', 'michellecash')",0.0,0.0,8,0
"('christianyoder', 'edwardsacks')",0.0,0.0,6,0
"('debradavidson', 'inarangel')",0.0,0.0,2,0
"('lisamellencamp', 'geraldnemec')",0.0,0.0,4,0
"('susanbailey', 'eldon')",0.0,0.0,6,0
"('tanyarohauer', 'stephaniepanus')",0.4170323914242463,0.5,2,0
"('lorrainelindberg', 'tklohman')",2.358891122221718,0.8,20,0
"('kevinhyatt', 'johnlavorato')",0.0,0.0,55,0
"('karendenne', 'stuartzisman')",0.35295612386476116,0.14285714285714285,12,0
"('lindydonoho', 'chrisgermany')",0.0,0.0,6,0
"('frankermis', 'kennethlay')",0.0,0.0,2,0
"('geraldnemec', 'chrisgermany')",0.0,0.0,2,0
"('lindydonoho', 'elizabethlinnell')",0.0,0.0,24,0
"('stevenharris', 'rodhayslett')",0.0,0.0,6,0
"('brianredmond', 'davidport')",0.0,0.0,2,0
"('stewartrosman', 'tklohman')",0.0,0.0,4,0
"('errolmclaughlin', 'molliegustafson')",0.0,0.0,1,0
"('chrisgaskill', 'tklohman')",0.0,0.0,4,0
"('sarashackleton', 'shelleycorman')",0.0,0.0,4,0
"('lisamellencamp', 'tanyarohauer')",0.0,0.0,4,0
"('suzanneadams', 'kamkeiser')",0.0,0.0,2,0
"('davidoxley', 'lindydonoho')",0.0,0.0,24,0
"('markkoenig', 'chrisgaskill')",0.0,0.0,2,0
"('stewartrosman', 'kevinhyatt')",0.0,0.0,5,0
"('tklohman', 'brianredmond')",0.0,0.0,8,0
"('lindydonoho', 'psellers')",0.0,0.0,12,0
"('brenthendry', 'sarashackleton')",0.9102392266268373,0.25,6,0
"('sarashackleton', 'christianyoder')",0.0,0.0,4,0
"('ericbass', 'frankermis')",0.0,0.0,1,0
"('geraldnemec', 'davidbaumbach')",0.0,0.0,6,0
"('davidport', 'kamkeiser')",0.0,0.0,1,0
"('larrycampbell', 'louisekitchen')",0.0,0.0,17,0
"('michellelokay', 'laureladams')",0.0,0.0,12,0
"('lorrainelindberg', 'joehartsoe')",0.0,0.0,5,0
"('lauraluce', 'karendenne')",0.35295612386476116,0.14285714285714285,12,0
"('robertbadeer', 'stephaniepanus')",0.0,0.0,2,0
"('davidbaumbach', 'travismccullough')",0.0,0.0,6,0
"('gregwhalley', 'ericbass')",0.0,0.0,5,0
"('davidport', 'davidoxley')",0.0,0.0,4,0
"('dutchquigley', 'chrisgaskill')",0.0,0.0,6,0
"('gregwhalley', 'dutchquigley')",0.0,0.0,30,0
"('sarashackleton', 'molliegustafson')",0.0,0.0,2,0
"('geraldnemec', 'shelleycorman')",0.0,0.0,4,0
"('robertfrank', 'davidbaumbach')",0.0,0.0,3,0
"('lorrainelindberg', 'sarahnovosel')",0.0,0.0,15,0
"('larrycampbell', 'stewartrosman')",0.0,0.0,1,0
"('kaymann', 'alanaronowitz')",0.0,0.0,3,0
"('frankermis', 'sheilaglover')",0.0,0.0,1,0
"('cheryljohnson', 'stevenharris')",0.0,0.0,6,0
"('errolmclaughlin', 'samanthaboyd')",0.0,0.0,2,0
"('dutchquigley', 'kevinhyatt')",0.0,0.0,30,0
