edge,adamic_adar,jaccard,preferential_attachment,label
"('lauraluce', 'geraldnemec')",0.0,0.0,1,0
"('lauraluce', 'danadavis')",0.0,0.0,1,0
"('lauraluce', 'elizabethsager')",0.0,0.0,2,0
"('lauraluce', 'dutchquigley')",0.0,0.0,1,0
"('lauraluce', 'kaynecoulter')",0.0,0.0,1,0
"('lauraluce', 'audreyrobertson')",0.0,0.0,5,0
"('lauraluce', 'brenthendry')",0.0,0.0,5,0
"('lauraluce', 'edwardsacks')",0.0,0.0,3,0
"('lauraluce', 'paulkaufman')",0.0,0.0,2,0
"('lauraluce', 'inarangel')",0.0,0.0,3,0
"('lauraluce', 'larrycampbell')",0.0,0.0,1,0
"('lauraluce', 'wescolwell')",0.0,0.0,2,0
"('lauraluce', 'joehartsoe')",0.0,0.0,1,0
"('lauraluce', 'richardcausey')",0.0,0.0,1,0
"('lauraluce', 'stewartrosman')",0.0,0.0,3,0
"('lauraluce', 'chrisabel')",0.0,0.0,1,0
"('lauraluce', 'christianyoder')",0.0,0.0,4,0
"('lauraluce', 'nancysellers')",0.0,0.0,3,0
"('lauraluce', 'timbelden')",0.0,0.0,3,0
"('lauraluce', 'kennethlay')",0.0,0.0,1,0
"('lauraluce', 'scottneal')",0.0,0.0,2,0
"('lauraluce', 'drewfossum')",0.0,0.0,5,0
"('lauraluce', 'gregjohnston')",0.0,0.0,3,0
"('lauraluce', 'karendenne')",0.0,0.0,1,0
"('lauraluce', 'elizabethlinnell')",0.0,0.0,1,0
"('lauraluce', 'lesliereeves')",0.0,0.0,1,0
"('lauraluce', 'johnlavorato')",0.0,0.0,12,0
"('lauraluce', 'suzanneadams')",0.45511961331341866,0.5,2,0
"('lauraluce', 'robmilnthorp')",0.0,0.0,2,0
"('lauraluce', 'anitadupont')",0.0,0.0,1,0
"('lauraluce', 'davidoxley')",0.0,0.0,1,0
"('lauraluce', 'michellecash')",0.0,0.0,1,0
"('lauraluce', 'brittdavis')",0.0,0.0,2,0
"('lauraluce', 'sheilaglover')",0.0,0.0,7,0
"('lauraluce', 'tanyarohauer')",0.0,0.0,4,0
"('lauraluce', 'mikegrigsby')",0.0,0.0,8,0
"('lauraluce', 'debraperlingiere')",0.0,0.0,3,0
"('lauraluce', 'jeffdasovich')",0.0,0.0,14,0
"('lauraluce', 'ericbass')",0.0,0.0,2,0
"('lauraluce', 'tklohman')",0.0,0.0,1,0
"('lauraluce', 'tanajones')",0.0,0.0,21,0
"('lauraluce', 'marycook')",0.0,0.0,13,0
"('lauraluce', 'marcusnettelton')",0.0,0.0,2,0
"('lauraluce', 'arsystem')",0.0,0.0,1,0
"('lauraluce', 'lornabrennan')",0.0,0.0,3,0
"('lauraluce', 'torikuykendall')",0.0,0.0,2,0
"('lauraluce', 'ziminlu')",0.0,0.0,3,0
"('lauraluce', 'mikemaggi')",0.0,0.0,1,0
"('lauraluce', 'shelleycorman')",0.0,0.0,2,0
"('lauraluce', 'eldon')",0.0,0.0,2,0
"('lauraluce', 'juliamurray')",0.45511961331341866,0.2,5,0
"('lauraluce', 'vkamins')",0.0,0.0,1,0
"('lauraluce', 'stephaniepanus')",0.45511961331341866,0.14285714285714285,7,0
"('lauraluce', 'robertbadeer')",0.0,0.0,1,0
"('lauraluce', 'lorrainelindberg')",0.0,0.0,6,0
"('lauraluce', 'susanbailey')",0.0,0.0,6,0
"('lauraluce', 'marieheard')",0.0,0.0,2,0
"('lauraluce', 'lisamellencamp')",0.0,0.0,6,0
"('lauraluce', 'stevenharris')",0.0,0.0,6,0
"('lauraluce', 'cameron')",0.0,0.0,4,0
"('lauraluce', 'stephaniesever')",0.0,0.0,2,0
"('lauraluce', 'andyzipper')",0.0,0.0,3,0
"('lauraluce', 'sheilatweed')",0.45511961331341866,0.5,2,0
"('lauraluce', 'jayreitmeyer')",0.0,0.0,1,0
"('lauraluce', 'michellelokay')",0.0,0.0,4,0
"('lauraluce', 'laureladams')",0.0,0.0,3,0
"('lauraluce', 'sarashackleton')",0.45511961331341866,0.047619047619047616,21,0
