edge,adamic_adar,jaccard,preferential_attachment,label
"('tklohman', 'lorrainelindberg')",1.424137568996588,0.4,12,1
"('tklohman', 'audreyrobertson')",1.1352332769293625,0.4,12,1
"('michellelokay', 'lindydonoho')",1.4683498531780845,0.3333333333333333,15,1
"('michellecash', 'louisekitchen')",0.0,0.0,65,1
"('michellecash', 'kennethlay')",0.0,0.0,15,1
"('gregwhalley', 'sarahnovosel')",0.0,0.0,20,1
"('gregwhalley', 'paulkaufman')",0.4170323914242463,0.09090909090909091,20,1
"('gregwhalley', 'karendenne')",0.8069036366755264,0.18181818181818182,30,1
"('gregwhalley', 'richardshapiro')",0.4170323914242463,0.0625,70,1
"('gregwhalley', 'andyzipper')",0.0,0.0,30,1
"('gregwhalley', 'kennethlay')",1.4426950408889634,0.18181818181818182,30,1
"('cameron', 'jeffdasovich')",0.9102392266268373,0.09090909090909091,11,1
"('stevenharris', 'rodhayslett')",0.9102392266268373,0.16666666666666666,6,1
"('stevenharris', 'jeffdasovich')",0.0,0.0,66,1
"('davidoxley', 'johnlavorato')",1.2584602090577837,0.375,28,1
"('timbelden', 'paulkaufman')",0.4170323914242463,0.09090909090909091,20,1
"('timbelden', 'edwardsacks')",0.0,0.0,20,1
"('timbelden', 'tanajones')",0.0,0.0,10,1
"('timbelden', 'richardshapiro')",0.4170323914242463,0.0625,70,1
"('mikegrigsby', 'robertbadeer')",0.43429448190325176,0.14285714285714285,12,1
"('mikegrigsby', 'johnlavorato')",0.9924051084544989,0.18181818181818182,42,1
"('barrytycholiz', 'davidforster')",0.3898712452512801,0.16666666666666666,6,1
"('barrytycholiz', 'inarangel')",0.5581106265512472,0.125,18,1
"('barrytycholiz', 'lauraluce')",0.3898712452512801,0.14285714285714285,12,1
"('barrytycholiz', 'peterkeohane')",0.0,0.0,6,1
"('barrytycholiz', 'brianredmond')",0.7213475204444817,0.125,18,1
"('marycook', 'tanyarohauer')",0.40242960438184466,0.16666666666666666,6,1
"('marycook', 'tanajones')",0.40242960438184466,0.16666666666666666,6,1
"('marycook', 'peterkeohane')",0.5138983423697507,0.16666666666666666,6,1
"('sallybeck', 'wescolwell')",0.0,0.0,4,1
"('sallybeck', 'louisekitchen')",0.43429448190325176,0.0625,52,1
"('susanbailey', 'sarashackleton')",1.6818877513775736,0.6,15,1
"('susanbailey', 'tanajones')",0.40242960438184466,0.2,5,1
"('errolmclaughlin', 'johngriffith')",0.9102392266268373,0.5,2,1
"('errolmclaughlin', 'johnarnold')",0.9102392266268373,0.16666666666666666,6,1
"('janetdietrich', 'richardshapiro')",0.4170323914242463,0.125,14,1
"('shelleycorman', 'joehartsoe')",0.0,0.0,2,1
"('shelleycorman', 'laureladams')",0.0,0.0,1,1
"('shelleycorman', 'drewfossum')",0.0,0.0,3,1
"('lorrainelindberg', 'tklohman')",1.424137568996588,0.4,12,1
"('lorrainelindberg', 'lindydonoho')",1.2352458628142324,0.2857142857142857,20,1
"('joehartsoe', 'shelleycorman')",0.0,0.0,2,1
