edge,adamic_adar,jaccard,preferential_attachment,label
"('brianredmond', 'lauraluce')",0.0,0.0,2,0
"('brianredmond', 'geraldnemec')",0.9102392266268373,0.3333333333333333,4,0
"('brianredmond', 'elizabethsager')",0.0,0.0,8,0
"('brianredmond', 'dutchquigley')",0.4170323914242463,0.3333333333333333,4,0
"('brianredmond', 'kaynecoulter')",0.0,0.0,2,0
"('brianredmond', 'audreyrobertson')",0.0,0.0,8,0
"('brianredmond', 'brenthendry')",0.0,0.0,10,0
"('brianredmond', 'edwardsacks')",0.0,0.0,2,0
"('brianredmond', 'paulkaufman')",0.0,0.0,2,0
"('brianredmond', 'inarangel')",0.0,0.0,2,0
"('brianredmond', 'larrycampbell')",0.0,0.0,2,0
"('brianredmond', 'joehartsoe')",0.0,0.0,6,0
"('brianredmond', 'richardcausey')",0.0,0.0,2,0
"('brianredmond', 'stewartrosman')",0.0,0.0,2,0
"('brianredmond', 'chrisabel')",0.0,0.0,2,0
"('brianredmond', 'christianyoder')",0.0,0.0,8,0
"('brianredmond', 'nancysellers')",0.0,0.0,8,0
"('brianredmond', 'timbelden')",0.4170323914242463,0.16666666666666666,10,0
"('brianredmond', 'kennethlay')",0.0,0.0,6,0
"('brianredmond', 'scottneal')",0.4170323914242463,0.125,14,0
"('brianredmond', 'johngriffith')",0.0,0.0,2,0
"('brianredmond', 'drewfossum')",0.0,0.0,8,0
"('brianredmond', 'gregjohnston')",0.0,0.0,2,0
"('brianredmond', 'karendenne')",0.0,0.0,6,0
"('brianredmond', 'elizabethlinnell')",0.0,0.0,4,0
"('brianredmond', 'suzanneadams')",0.0,0.0,4,0
"('brianredmond', 'davidoxley')",0.4170323914242463,0.5,2,0
"('brianredmond', 'michellecash')",0.0,0.0,4,0
"('brianredmond', 'brittdavis')",0.0,0.0,4,0
"('brianredmond', 'cindyolson')",0.0,0.0,4,0
"('brianredmond', 'sheilaglover')",0.0,0.0,10,0
"('brianredmond', 'tanyarohauer')",0.0,0.0,14,0
"('brianredmond', 'debraperlingiere')",0.0,0.0,6,0
"('brianredmond', 'mikegrigsby')",0.0,0.0,4,0
"('brianredmond', 'jeffdasovich')",0.0,0.0,20,0
"('brianredmond', 'ericbass')",0.0,0.0,8,0
