edge,adamic_adar,jaccard,preferential_attachment,label
"('juliamurray', 'travismccullough')",0.5138983423697507,0.1111111111111111,21,1
"('scottneal', 'brittdavis')",0.0,0.0,18,1
"('davidbaumbach', 'michellecash')",0.0,0.0,12,1
"('davidbaumbach', 'errolmclaughlin')",0.0,0.0,4,1
"('michellecash', 'davidbaumbach')",0.0,0.0,12,1
"('michellecash', 'arsystem')",0.0,0.0,12,1
"('michellecash', 'alanaronowitz')",0.7213475204444817,0.1,30,1
"('michellecash', 'brittdavis')",0.0,0.0,18,1
"('michellecash', 'lisamellencamp')",0.0,0.0,18,1
"('michellecash', 'kaymann')",2.352934267515801,0.2222222222222222,30,1
"('michellecash', 'elizabethsager')",0.7213475204444817,0.07692307692307693,48,1
"('matthewlenhart', 'inarangel')",1.531574161186449,0.3333333333333333,16,1
"('gregwhalley', 'sallybeck')",0.7213475204444817,0.07142857142857142,26,1
"('gregwhalley', 'jimschwieger')",0.0,0.0,6,1
"('gregwhalley', 'johnarnold')",0.5581106265512472,0.1111111111111111,16,1
"('gregwhalley', 'johnlavorato')",0.5581106265512472,0.07692307692307693,24,1
"('shonawilson', 'timbelden')",0.0,0.0,25,1
"('juliearmstrong', 'drewfossum')",0.7213475204444817,0.14285714285714285,12,1
"('gregjohnston', 'geraldnemec')",0.0,0.0,10,1
"('stephaniepanus', 'brenthendry')",1.728141472489527,0.4444444444444444,42,1
"('stevenharris', 'shelleycorman')",0.5581106265512472,0.1111111111111111,24,1
"('stevenharris', 'jeffdasovich')",0.0,0.0,96,1
"('timbelden', 'shonawilson')",0.0,0.0,25,1
"('mikegrigsby', 'torikuykendall')",0.7213475204444817,0.16666666666666666,10,1
"('brenthendry', 'stephaniepanus')",1.728141472489527,0.4444444444444444,42,1
"('marycook', 'susanbailey')",1.9135810761062266,0.5,36,1
"('marycook', 'samanthaboyd')",1.9135810761062266,0.4,48,1
"('marycook', 'christianyoder')",0.36067376022224085,0.125,18,1
"('marycook', 'tanajones')",3.1562509452254504,0.2857142857142857,126,1
"('marycook', 'peterkeohane')",0.6213349345596119,0.08333333333333333,42,1
"('marycook', 'elizabethsager')",1.1352332769293625,0.16666666666666666,48,1
"('travismccullough', 'juliamurray')",0.5138983423697507,0.1111111111111111,21,1
"('travismccullough', 'kaymann')",0.9102392266268373,0.09090909090909091,35,1
"('travismccullough', 'elizabethsager')",1.424137568996588,0.15384615384615385,56,1
